"hh_id","hh_cluster","tot_hh","lat","lon","urban_rural","n_hh","n_adult","n_children","country","dried","any_fish"
"2297-001","KASKAZINI PEMBA_WETE_2",3352,-5.13731167721,39.8018037215,"urban",1,1,0,"TZA","no","yes"
"2298-001","KASKAZINI PEMBA_WETE_2",3352,-5.13731167721,39.8018037215,"urban",5,2,3,"TZA","no","yes"
"2299-001","KASKAZINI PEMBA_WETE_2",3352,-5.13731167721,39.8018037215,"urban",8,2,6,"TZA","yes","yes"
"2311-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",8,2,6,"TZA","yes","yes"
"2312-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",NA,NA,NA,"TZA","no","yes"
"2313-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",NA,NA,NA,"TZA","no","yes"
"2314-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",NA,NA,NA,"TZA","no","yes"
"2316-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",10,5,5,"TZA","yes","yes"
"2317-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",NA,NA,NA,"TZA","no","yes"
"2318-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",NA,NA,NA,"TZA","no","yes"
"2320-001","KASKAZINI PEMBA_MICHEWENI_1",3352,-4.95369696177,39.7495984388,"urban",NA,NA,NA,"TZA","no","yes"
"2330-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",NA,NA,NA,"TZA","no","yes"
"2331-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",NA,NA,NA,"TZA","no","yes"
"2332-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",4,1,3,"TZA","no","yes"
"2333-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",NA,NA,NA,"TZA","no","no"
"2334-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",2,2,0,"TZA","no","yes"
"2335-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",NA,NA,NA,"TZA","no","yes"
"2336-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",NA,NA,NA,"TZA","no","yes"
"2337-001","KASKAZINI PEMBA_MICHEWENI_303",3352,-4.9448468515,39.7455344786,"rural",5,4,1,"TZA","yes","yes"
"2349-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",8,4,4,"TZA","no","yes"
"2350-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",4,3,1,"TZA","no","yes"
"2352-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",8,7,1,"TZA","no","yes"
"2353-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",18,8,10,"TZA","no","yes"
"2354-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",NA,NA,NA,"TZA","no","yes"
"2355-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",9,4,5,"TZA","yes","yes"
"2356-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",7,2,5,"TZA","no","yes"
"2360-001","KASKAZINI PEMBA_MICHEWENI_2",3352,-4.97266093256,39.8661706399,"urban",NA,NA,NA,"TZA","no","yes"
"2368-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",NA,NA,NA,"TZA","yes","yes"
"2369-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",1,1,0,"TZA","no","yes"
"2371-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",6,3,3,"TZA","no","yes"
"2372-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",5,3,2,"TZA","no","yes"
"2373-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",4,3,1,"TZA","yes","yes"
"2374-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",8,2,6,"TZA","no","yes"
"2375-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",3,2,1,"TZA","no","yes"
"2376-001","KASKAZINI UNGUJA_KASKAZINI A_1",3352,-5.8835482104,39.3222304098,"urban",NA,NA,NA,"TZA","no","no"
"2387-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",5,3,2,"TZA","no","yes"
"2389-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",8,5,3,"TZA","no","yes"
"2390-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",NA,NA,NA,"TZA","no","yes"
"2391-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",NA,NA,NA,"TZA","no","yes"
"2392-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",NA,NA,NA,"TZA","no","yes"
"2393-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",NA,NA,NA,"TZA","no","yes"
"2394-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",4,2,2,"TZA","no","yes"
"2398-001","KASKAZINI UNGUJA_KASKAZINI A_3",3352,-5.72717085098,39.2976819744,"rural",NA,NA,NA,"TZA","no","yes"
"2406-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",NA,NA,NA,"TZA","no","yes"
"2407-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",NA,NA,NA,"TZA","no","yes"
"2408-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",2,2,0,"TZA","no","yes"
"2409-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",NA,NA,NA,"TZA","no","yes"
"2410-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",NA,NA,NA,"TZA","no","yes"
"2411-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",NA,NA,NA,"TZA","no","yes"
"2412-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",NA,NA,NA,"TZA","no","yes"
"2413-001","KASKAZINI UNGUJA_KASKAZINI A_2",3352,-5.85828003421,39.3388582179,"urban",NA,NA,NA,"TZA","no","yes"
"2425-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",4,4,0,"TZA","yes","yes"
"2426-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",5,4,1,"TZA","no","yes"
"2427-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",NA,NA,NA,"TZA","no","yes"
"2428-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",6,2,4,"TZA","yes","yes"
"2430-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",3,2,1,"TZA","yes","yes"
"2431-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",4,2,2,"TZA","yes","yes"
"2432-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",6,4,2,"TZA","no","no"
"2435-001","KASKAZINI UNGUJA_KASKAZINI B_1",3352,-5.94352988268,39.2911584895,"urban",4,3,1,"TZA","yes","yes"
"2444-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",NA,NA,NA,"TZA","no","yes"
"2445-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",11,5,6,"TZA","no","yes"
"2446-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",8,4,4,"TZA","yes","yes"
"2447-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",5,5,0,"TZA","no","no"
"2448-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",2,2,0,"TZA","yes","yes"
"2449-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",3,2,1,"TZA","yes","yes"
"2450-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",6,2,4,"TZA","yes","yes"
"2451-001","KATAVI_MPANDA MJI_4",3352,-6.34261733128,31.0582535932,"urban",4,2,2,"TZA","no","no"
"2463-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",NA,NA,NA,"TZA","no","yes"
"2464-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",12,4,8,"TZA","yes","yes"
"2465-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",NA,NA,NA,"TZA","no","yes"
"2466-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",NA,NA,NA,"TZA","yes","yes"
"2467-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",NA,NA,NA,"TZA","no","yes"
"2468-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",3,3,0,"TZA","yes","yes"
"2469-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",NA,NA,NA,"TZA","yes","yes"
"2471-001","KATAVI_MPANDA_7",3352,-6.72934439486,30.4156002424,"rural",3,2,1,"TZA","yes","yes"
"2482-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",4,2,2,"TZA","no","yes"
"2483-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",7,2,5,"TZA","no","yes"
"2484-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",4,2,2,"TZA","no","yes"
"2485-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",2,2,0,"TZA","yes","yes"
"2486-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",5,2,3,"TZA","yes","yes"
"2487-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",5,2,3,"TZA","no","no"
"2488-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",8,3,5,"TZA","no","no"
"2489-001","KATAVI_MLELE_3",3352,-7.09372627888,31.0665263845,"rural",7,4,3,"TZA","no","no"
"2501-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",4,4,0,"TZA","no","yes"
"2502-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",4,2,2,"TZA","no","no"
"2503-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",5,2,3,"TZA","yes","yes"
"2504-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",8,3,5,"TZA","no","yes"
"2505-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",9,2,7,"TZA","no","no"
"2506-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",NA,NA,NA,"TZA","no","no"
"2507-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",4,2,2,"TZA","no","yes"
"2508-001","KIGOMA_KASULU_6",3352,-3.90458891992,30.3394404333,"rural",3,2,1,"TZA","no","no"
"2520-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",4,2,2,"TZA","no","yes"
"2521-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",4,2,2,"TZA","yes","yes"
"2522-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",6,4,2,"TZA","yes","yes"
"2523-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",7,4,3,"TZA","yes","yes"
"2524-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",14,7,7,"TZA","no","yes"
"2525-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",NA,NA,NA,"TZA","no","yes"
"2526-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",4,1,3,"TZA","no","yes"
"2527-001","KIGOMA_KIGOMA_11",3352,-4.48045108121,29.6687274403,"rural",14,8,6,"TZA","yes","yes"
"2539-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","no","yes"
"2540-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","no","no"
"2541-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","no","no"
"2542-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","no","no"
"2543-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","no","yes"
"2544-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","yes","yes"
"2545-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","yes","yes"
"2546-001","KIGOMA_KIGOMA MANISPAA_20",3352,-4.89393190766,29.637410106,"urban",NA,NA,NA,"TZA","no","yes"
"2558-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",6,3,3,"TZA","yes","yes"
"2559-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",6,2,4,"TZA","yes","yes"
"2560-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",4,2,2,"TZA","no","yes"
"2561-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",NA,NA,NA,"TZA","no","yes"
"2562-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",NA,NA,NA,"TZA","no","no"
"2563-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",NA,NA,NA,"TZA","yes","yes"
"2564-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",5,2,3,"TZA","yes","yes"
"2566-001","KIGOMA_UVINZA_6",3352,-5.07087319311,29.7887308035,"rural",3,2,1,"TZA","yes","yes"
"2577-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",3,2,1,"TZA","no","no"
"2578-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",7,5,2,"TZA","no","no"
"2579-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",6,3,3,"TZA","no","no"
"2580-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",7,2,5,"TZA","no","no"
"2581-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",1,1,0,"TZA","yes","yes"
"2582-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",5,3,2,"TZA","no","yes"
"2583-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",5,2,3,"TZA","yes","yes"
"2584-001","KIGOMA_BUHIGWE_7",3352,-4.2526601283,30.0730651778,"rural",9,2,7,"TZA","yes","yes"
"2596-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",8,2,6,"TZA","no","no"
"2597-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",4,2,2,"TZA","yes","yes"
"2598-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",5,3,2,"TZA","no","no"
"2599-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",1,1,0,"TZA","no","yes"
"2600-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",7,3,4,"TZA","no","yes"
"2601-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",8,3,5,"TZA","no","yes"
"2602-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",1,1,0,"TZA","yes","yes"
"2603-001","KIGOMA_KAKONKO_18",3352,-3.4060013454,30.8919806818,"rural",7,2,5,"TZA","no","no"
"2615-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",3,2,1,"TZA","yes","yes"
"2616-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",4,2,2,"TZA","no","no"
"2617-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",NA,NA,NA,"TZA","yes","yes"
"2618-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",3,1,2,"TZA","yes","yes"
"2619-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",4,2,2,"TZA","yes","yes"
"2620-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",6,3,3,"TZA","no","no"
"2621-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",1,1,0,"TZA","no","no"
"2622-001","KILIMANJARO_ROMBO_9",3352,-2.98140299048,37.5401058691,"rural",7,3,4,"TZA","yes","yes"
"2634-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",4,2,2,"TZA","yes","yes"
"2635-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",4,2,2,"TZA","yes","yes"
"2636-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",5,2,3,"TZA","no","yes"
"2637-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",6,5,1,"TZA","yes","yes"
"2638-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",5,2,3,"TZA","yes","yes"
"2639-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",6,4,2,"TZA","yes","yes"
"2640-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",9,2,7,"TZA","no","no"
"2641-001","KILIMANJARO_SAME_5",3352,-4.35388260435,37.9753287534,"rural",5,3,2,"TZA","no","yes"
"2653-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",1,1,0,"TZA","no","no"
"2654-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",6,4,2,"TZA","no","yes"
"2655-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",NA,NA,NA,"TZA","no","yes"
"2656-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",3,2,1,"TZA","yes","yes"
"2657-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",5,3,2,"TZA","yes","yes"
"2658-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",5,2,3,"TZA","no","no"
"2659-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",6,4,2,"TZA","yes","yes"
"2660-001","KILIMANJARO_SAME_9",3352,-4.07998822741,37.7707583915,"urban",NA,NA,NA,"TZA","no","no"
"2672-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",3,2,1,"TZA","no","no"
"2673-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",9,5,4,"TZA","no","no"
"2674-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",1,1,0,"TZA","no","no"
"2675-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",3,2,1,"TZA","no","no"
"2676-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",6,3,3,"TZA","no","yes"
"2677-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",2,1,1,"TZA","no","yes"
"2678-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",3,1,2,"TZA","yes","yes"
"2679-001","KILIMANJARO_MOSHI_4",3352,-3.30397593614,37.4566342022,"rural",3,3,0,"TZA","no","yes"
"2691-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",7,5,2,"TZA","no","yes"
"2692-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",7,3,4,"TZA","yes","yes"
"2693-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",4,3,1,"TZA","yes","yes"
"2694-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",1,1,0,"TZA","no","no"
"2695-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",6,2,4,"TZA","yes","yes"
"2696-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",5,5,0,"TZA","yes","yes"
"2697-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",NA,NA,NA,"TZA","no","no"
"2698-001","KILIMANJARO_MOSHI_1",3352,-3.33203734277,37.3306605029,"rural",NA,NA,NA,"TZA","yes","yes"
"2710-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",3,3,0,"TZA","yes","yes"
"2711-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",5,3,2,"TZA","no","no"
"2712-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",NA,NA,NA,"TZA","no","yes"
"2713-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",5,2,3,"TZA","no","no"
"2714-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",5,4,1,"TZA","no","no"
"2715-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",3,2,1,"TZA","yes","yes"
"2716-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",2,2,0,"TZA","yes","yes"
"2717-001","KILIMANJARO_HAI_5",3352,-3.39667807305,37.29576622,"rural",2,2,0,"TZA","yes","yes"
"2729-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",NA,NA,NA,"TZA","no","no"
"2730-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",NA,NA,NA,"TZA","no","no"
"2731-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",NA,NA,NA,"TZA","yes","yes"
"2732-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",NA,NA,NA,"TZA","yes","yes"
"2733-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",NA,NA,NA,"TZA","no","yes"
"2734-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",NA,NA,NA,"TZA","yes","yes"
"2735-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",1,1,0,"TZA","no","yes"
"2736-001","KILIMANJARO_MOSHI MANISPAA_3",3352,-3.37301760301,37.3412474393,"urban",3,3,0,"TZA","yes","yes"
"2748-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",3,1,2,"TZA","no","yes"
"2749-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",NA,NA,NA,"TZA","no","yes"
"2750-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",4,4,0,"TZA","no","yes"
"2751-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",NA,NA,NA,"TZA","no","yes"
"2752-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",5,3,2,"TZA","no","yes"
"2753-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",NA,NA,NA,"TZA","yes","yes"
"2754-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",5,2,3,"TZA","no","yes"
"2755-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.27678967338,39.7520910563,"urban",3,1,2,"TZA","no","yes"
"2767-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",4,2,2,"TZA","yes","yes"
"2768-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",NA,NA,NA,"TZA","no","yes"
"2769-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",NA,NA,NA,"TZA","no","yes"
"2770-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",10,8,2,"TZA","no","yes"
"2771-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",NA,NA,NA,"TZA","no","yes"
"2772-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",NA,NA,NA,"TZA","no","yes"
"2773-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",NA,NA,NA,"TZA","no","yes"
"2774-001","KUSINI PEMBA_CHAKE CHAKE_1",3352,-5.25848791785,39.7768427575,"rural",NA,NA,NA,"TZA","no","yes"
"2786-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",9,2,7,"TZA","yes","yes"
"2787-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",2,2,0,"TZA","no","yes"
"2788-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",NA,NA,NA,"TZA","no","yes"
"2789-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",NA,NA,NA,"TZA","no","yes"
"2790-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",4,2,2,"TZA","no","yes"
"2791-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",10,4,6,"TZA","no","yes"
"2792-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",3,2,1,"TZA","no","yes"
"2793-001","KUSINI PEMBA_MKOANI_2",3352,-5.43420657831,39.7566674955,"urban",5,2,3,"TZA","no","yes"
"2805-001","KUSINI UNGUJA_KATI_1",3352,-6.05386569456,39.3334792169,"urban",2,2,0,"TZA","no","yes"
"2806-001","KUSINI UNGUJA_KATI_1",3352,-6.05386569456,39.3334792169,"urban",7,2,5,"TZA","no","yes"
