y4_hhid,hh_a06,hh_a13,y4_rural,domain,strataid,clusterid,wardtype,clustertype,y4_weights,occ,hh_a01_1,hh_a01_2,hh_a02_1,hh_a02_2,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,hh_a07_1,hh_a07_2,hh_a08,hh_a09,hh_a10,hh_a11,hh_a12_2,hh_a12_1,hh_a14,hh_a15,hh_a16,hh_a17_1,hh_a17_2,hh_a18,hh_a18_1,hh_a18_2,hh_a18_3,hh_a19,hh_a20,hh_a21,hh_a21_1,hh_a21_2,hh_a21_3,hh_a22,hh_a23,hh_a24,hh_a24_1,hh_a24_2,hh_a24_3,hh_a25,hh_a26,hh_a26_1,hh_a26_2,hh_a26_3,hh_a27
0391-001,391,1,RURAL,MAINLAND RURAL,PWANI - URBAN,9327004,,,10984.87,1,MTWARA,MTWARA,3,MASASI VIJIJINI,27,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1680-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,55,4,25,20271,2,JULY,2015,**CONFIDENTIAL**,5,20272,3,JULY,2015,**CONFIDENTIAL**,50,20273,4,JULY,2015,101,9012016,9,JANUARY,2016,YES
0391-005,391,5,URBAN,MAINLAND OTHER URBAN,PWANI - URBAN,9327004,,,3239.3506,1,MTWARA,MTWARA,7,MASASI MJINI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1680-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,52,5,35,20274,5,JULY,2015,**CONFIDENTIAL**,5,20274,5,JULY,2015,**CONFIDENTIAL**,50,20274,5,JULY,2015,101,11012016,11,JANUARY,2016,YES
0392-001,392,1,RURAL,MAINLAND RURAL,PWANI - URBAN,9327004,,,6209.2749,1,MTWARA,MTWARA,3,MASASI VIJIJINI,27,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1680-006,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,50,5,40,20270,1,JULY,2015,**CONFIDENTIAL**,5,20270,1,JULY,2015,**CONFIDENTIAL**,50,20271,2,JULY,2015,101,7012016,7,JANUARY,2016,YES
0393-001,393,1,RURAL,MAINLAND RURAL,PWANI - URBAN,9327004,,,5543.4053,1,MTWARA,MTWARA,3,MASASI VIJIJINI,27,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1681-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,54,4,32,20271,2,JULY,2015,**CONFIDENTIAL**,5,20271,2,JULY,2015,**CONFIDENTIAL**,50,20272,3,JULY,2015,101,8012016,8,JANUARY,2016,YES
0393-002,393,2,RURAL,MAINLAND RURAL,PWANI - URBAN,9327004,,,5641.3555,1,MTWARA,MTWARA,3,MASASI VIJIJINI,27,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1681-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,54,5,51,20270,1,JULY,2015,**CONFIDENTIAL**,5,20271,2,JULY,2015,**CONFIDENTIAL**,50,20272,3,JULY,2015,101,8012016,8,JANUARY,2016,YES
0394-001,394,1,RURAL,MAINLAND RURAL,PWANI - URBAN,9327004,,,12779.692,1,MTWARA,MTWARA,3,MASASI VIJIJINI,281,**CONFIDENTIAL**,0,**CONFIDENTIAL**,42,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1682-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,65,7,20,20466,13,JANUARY,2016,,,20466,13,JANUARY,2016,**CONFIDENTIAL**,70,20473,20,JANUARY,2016,,,,,,YES
0395-001,395,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,4501.3149,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1818-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,45,5,0,20133,14,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,30092015,30,SEPTEMBER,2015,NO
0395-002,395,2,URBAN,DAR ES SALAAM,PWANI - RURAL,10211311,,,5552.98,1,DAR ES SALAAM,DAR ES SALAAM,2,ILALA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1818-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,51,7,53,20244,5,JUNE,2015,**CONFIDENTIAL**,5,20244,5,JUNE,2015,**CONFIDENTIAL**,50,20245,6,JUNE,2015,,,,,,YES
0396-001,396,1,RURAL,MAINLAND RURAL,PWANI - RURAL,10211311,,,2727.0901,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1819-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,41,4,30,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,29092015,29,SEPTEMBER,2015,NO
0396-102,396,102,URBAN,DAR ES SALAAM,PWANI - RURAL,10211311,,,4647.9951,1,DAR ES SALAAM,DAR ES SALAAM,1,KINONDONI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1819-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,102,YES,**CONFIDENTIAL**,55,8,45,20246,7,JUNE,2015,**CONFIDENTIAL**,5,20246,7,JUNE,2015,**CONFIDENTIAL**,50,20247,8,JUNE,2015,,,,,,YES
0397-001,397,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,4177.021,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1820-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,42,4,12,20133,14,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,1102015,1,OCTOBER,2015,YES
0398-001,398,1,RURAL,MAINLAND RURAL,PWANI - RURAL,10211311,,,1095.7327,1,RUVUMA,RUVUMA,4,SONGEA MJINI,111,**CONFIDENTIAL**,0,**CONFIDENTIAL**,901,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1821-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,42,11,59,20139,20,FEBRUARY,2015,**CONFIDENTIAL**,4,20140,21,FEBRUARY,2015,**CONFIDENTIAL**,40,20141,22,FEBRUARY,2015,,,,,,NO
0399-001,399,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,8720.7012,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,112,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1822-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,41,4,21,20133,14,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,1102015,1,OCTOBER,2015,NO
0400-001,400,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,3552.1008,1,RUVUMA,RUVUMA,4,SONGEA MJINI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1823-004,ORIGINAL HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,44,7,1,20158,11,MARCH,2015,**CONFIDENTIAL**,4,20159,12,MARCH,2015,**CONFIDENTIAL**,40,20160,13,MARCH,2015,,,,,,YES
0401-001,401,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,9248.2871,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1823-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,45,4,6,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,30092015,30,SEPTEMBER,2015,NO
0402-001,402,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,4383.4092,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1824-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,44,4,20,20133,14,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,30092015,30,SEPTEMBER,2015,YES
0403-001,403,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,8688.7236,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1824-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,43,6,30,20133,14,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,26092015,26,SEPTEMBER,2015,NO
0404-001,404,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,9082.1406,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1825-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,43,4,7,20133,14,FEBRUARY,2015,**CONFIDENTIAL**,4,20133,14,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,28092015,28,SEPTEMBER,2015,YES
0405-001,405,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,1090.0876,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,113,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1826-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,44,4,29,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,4,20134,15,FEBRUARY,2015,**CONFIDENTIAL**,40,20135,16,FEBRUARY,2015,104,29092015,29,SEPTEMBER,2015,YES
0405-003,405,3,RURAL,MAINLAND RURAL,PWANI - RURAL,10211311,,,1578.0181,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,123,**CONFIDENTIAL**,0,**CONFIDENTIAL**,311,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1826-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,45,4,26,20135,16,FEBRUARY,2015,**CONFIDENTIAL**,4,20135,16,FEBRUARY,2015,**CONFIDENTIAL**,40,20136,17,FEBRUARY,2015,104,1102015,1,OCTOBER,2015,NO
0406-001,406,1,URBAN,MAINLAND OTHER URBAN,PWANI - RURAL,10211311,,,40157.762,1,NJOMBE,NJOMBE,5,LUDEWA,193,**CONFIDENTIAL**,0,**CONFIDENTIAL**,310,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1826-005,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,41,4,10,20157,10,MARCH,2015,**CONFIDENTIAL**,4,20158,11,MARCH,2015,**CONFIDENTIAL**,40,20159,12,MARCH,2015,,,,,,NO
0407-001,407,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,6185.7959,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,141,**CONFIDENTIAL**,0,**CONFIDENTIAL**,32,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1827-007,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,52,4,26,20189,11,APRIL,2015,**CONFIDENTIAL**,5,20189,11,APRIL,2015,**CONFIDENTIAL**,50,20190,12,APRIL,2015,107,1102015,1,OCTOBER,2015,YES
0408-001,408,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,11679.349,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,14,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1827-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,50,6,0,20188,10,APRIL,2015,**CONFIDENTIAL**,5,20188,10,APRIL,2015,**CONFIDENTIAL**,50,20189,11,APRIL,2015,107,29092015,29,SEPTEMBER,2015,YES
0409-001,409,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,11722.575,1,RUVUMA,RUVUMA,2,SONGEA (V),14,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1828-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,51,3,30,20189,11,APRIL,2015,**CONFIDENTIAL**,5,20189,11,APRIL,2015,**CONFIDENTIAL**,50,20190,12,APRIL,2015,107,29092015,29,SEPTEMBER,2015,YES
0411-001,411,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,2921.7327,1,RUVUMA,RUVUMA,3,NYASA,183,**CONFIDENTIAL**,0,**CONFIDENTIAL**,42,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1829-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,43,7,27,20140,21,FEBRUARY,2015,**CONFIDENTIAL**,4,20140,21,FEBRUARY,2015,**CONFIDENTIAL**,40,20141,22,FEBRUARY,2015,,,,,,YES
0412-001,412,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,11657.283,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,14,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1830-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,54,4,37,20189,11,APRIL,2015,**CONFIDENTIAL**,5,20189,11,APRIL,2015,**CONFIDENTIAL**,50,20190,12,APRIL,2015,107,30092015,30,SEPTEMBER,2015,YES
0414-001,414,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,5000.6226,1,RUVUMA,RUVUMA,2,SONGEA (V),14,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1832-005,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,51,5,19,20188,10,APRIL,2015,**CONFIDENTIAL**,5,20188,10,APRIL,2015,**CONFIDENTIAL**,50,20190,12,APRIL,2015,107,29092015,29,SEPTEMBER,2015,YES
0415-002,415,2,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,8072.6138,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,141,**CONFIDENTIAL**,0,**CONFIDENTIAL**,32,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1832-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,52,5,26,20188,10,APRIL,2015,**CONFIDENTIAL**,5,20188,10,APRIL,2015,**CONFIDENTIAL**,50,20189,11,APRIL,2015,107,28092015,28,SEPTEMBER,2015,YES
0416-001,416,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,5793.916,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,14,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1833-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,54,6,36,20188,10,APRIL,2015,**CONFIDENTIAL**,5,20189,11,APRIL,2015,**CONFIDENTIAL**,50,20190,12,APRIL,2015,107,30092015,30,SEPTEMBER,2015,YES
0418-001,418,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10214004,,,12223.348,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,14,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1835-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,55,5,20,20188,10,APRIL,2015,**CONFIDENTIAL**,5,20188,10,APRIL,2015,**CONFIDENTIAL**,50,20189,11,APRIL,2015,107,20092015,20,SEPTEMBER,2015,YES
0419-001,419,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,2038.5416,1,RUVUMA,RUVUMA,3,MBINGA,103,**CONFIDENTIAL**,0,**CONFIDENTIAL**,41,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1875-105,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,44,9,1,20099,11,JANUARY,2015,**CONFIDENTIAL**,4,20100,12,JANUARY,2015,**CONFIDENTIAL**,40,20102,14,JANUARY,2015,104,23072015,23,JULY,2015,YES
0420-001,420,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,7225.1357,1,RUVUMA,RUVUMA,3,NYASA,371,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1875-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,43,7,38,20097,9,JANUARY,2015,**CONFIDENTIAL**,4,20102,14,JANUARY,2015,**CONFIDENTIAL**,40,20103,15,JANUARY,2015,104,27072015,27,JULY,2015,NO
0421-001,421,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,3473.8379,1,RUVUMA,RUVUMA,2,SONGEA VIJIJINI,81,**CONFIDENTIAL**,0,**CONFIDENTIAL**,91,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1875-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,44,7,45,20139,20,FEBRUARY,2015,**CONFIDENTIAL**,4,20140,21,FEBRUARY,2015,**CONFIDENTIAL**,40,20142,23,FEBRUARY,2015,,,,,,YES
0422-001,422,1,URBAN,MAINLAND OTHER URBAN,PWANI - URBAN,10337001,,,32107.918,1,MBEYA,MBEYA,8,MBEYA MJINI,22,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1876-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,42,4,18,20146,27,FEBRUARY,2015,**CONFIDENTIAL**,4,20147,28,FEBRUARY,2015,**CONFIDENTIAL**,40,20150,3,MARCH,2015,,,,,,NO
0422-106,422,106,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,4027.8386,1,RUVUMA,RUVUMA,6,NYASA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1876-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,106,YES,**CONFIDENTIAL**,11,7,58,20471,18,JANUARY,2016,,,20471,18,JANUARY,2016,**CONFIDENTIAL**,70,20473,20,JANUARY,2016,,,,,,YES
0424-001,424,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,13984.677,1,RUVUMA,RUVUMA,3,MBINGA(NYASA),371,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1878-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,45,4,8,20097,9,JANUARY,2015,**CONFIDENTIAL**,4,20101,13,JANUARY,2015,**CONFIDENTIAL**,40,20102,14,JANUARY,2015,104,27072015,27,JULY,2015,NO
0425-001,425,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,2497.436,1,RUVUMA,RUVUMA,3,MBINGA(NYASA),371,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1879-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,41,3,42,20097,9,JANUARY,2015,**CONFIDENTIAL**,4,20100,12,JANUARY,2015,**CONFIDENTIAL**,40,20102,14,JANUARY,2015,104,23072015,23,JULY,2015,NO
0426-001,426,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,2447.1887,1,RUVUMA,RUVUMA,3,NYASA,371,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1879-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,42,9,40,20097,9,JANUARY,2015,**CONFIDENTIAL**,4,20099,11,JANUARY,2015,**CONFIDENTIAL**,40,20101,13,JANUARY,2015,104,22072015,22,JULY,2015,YES
0427-001,427,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,6879.4395,1,RUVUMA,RUVUMA,3,NYASA,371,**CONFIDENTIAL**,0,**CONFIDENTIAL**,41,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1880-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,43,3,39,20098,10,JANUARY,2015,**CONFIDENTIAL**,4,20100,12,JANUARY,2015,**CONFIDENTIAL**,40,20102,14,JANUARY,2015,104,23072015,23,JULY,2015,NO
0428-001,428,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,2039.2456,1,IRINGA,IRINGA,3,IRINGA MJINI,21,**CONFIDENTIAL**,0,**CONFIDENTIAL**,53,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1881-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,11,30,20478,25,JANUARY,2016,,,20478,25,JANUARY,2016,**CONFIDENTIAL**,70,20479,26,JANUARY,2016,,,,,,YES
0429-001,429,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,2564.7205,1,RUVUMA,RUVUMA,3,MBINGA (NYASA),311,**CONFIDENTIAL**,0,**CONFIDENTIAL**,32,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1881-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,45,4,26,20098,10,JANUARY,2015,**CONFIDENTIAL**,4,20101,13,JANUARY,2015,**CONFIDENTIAL**,40,20102,14,JANUARY,2015,104,24072015,24,JULY,2015,NO
0430-002,430,2,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,6992.3384,1,RUVUMA,RUVUMA,3,MBINGA (NYASA),311,**CONFIDENTIAL**,0,**CONFIDENTIAL**,32,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1882-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,44,4,10,20098,10,JANUARY,2015,**CONFIDENTIAL**,4,20101,13,JANUARY,2015,**CONFIDENTIAL**,40,20102,14,JANUARY,2015,104,24072015,24,JULY,2015,YES
0431-001,431,1,RURAL,MAINLAND RURAL,PWANI - URBAN,10337001,,,13847.327,1,RUVUMA,RUVUMA,3,NYASA,371,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,1883-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,43,2,39,20097,9,JANUARY,2015,**CONFIDENTIAL**,4,20101,13,JANUARY,2015,**CONFIDENTIAL**,40,20102,14,JANUARY,2015,104,27072015,27,JULY,2015,NO
