"vague","grappe","menage","s09bq01","s09bq02","s09bq03"
2,62,4,207,1,175
2,62,4,211,1,3000
2,62,4,203,1,3500
2,450,3,205,1,2100
2,450,3,215,1,800
2,424,4,207,1,50
2,424,4,211,1,200
1,466,6,204,1,1300
1,466,6,217,1,200
1,466,6,205,1,400
1,253,11,211,1,2200
1,253,11,203,1,1000
1,253,11,206,1,50
1,253,11,210,1,5000
1,253,11,207,1,50
2,96,7,201,1,2100
2,96,7,207,1,25
2,96,7,205,1,500
2,549,5,209,1,4000
2,549,5,217,1,700
2,549,5,207,1,100
2,549,5,205,1,1000
1,72,2,207,1,25
1,72,2,206,1,800
1,72,2,211,1,3000
2,209,3,203,1,2100
2,209,3,211,1,200
2,347,5,203,1,2500
2,347,5,217,1,100
2,347,5,207,1,25
2,347,5,205,1,2500
1,413,3,209,1,6000
1,413,3,207,1,200
1,413,3,201,1,700
1,413,3,205,1,5000
2,471,8,207,1,100
2,471,8,204,1,2500
1,527,3,209,1,4500
1,527,3,204,1,1100
1,527,3,203,1,1000
1,527,3,206,1,100
1,120,1,203,1,6000
1,120,1,211,1,1400
1,120,1,216,1,300
1,120,1,210,1,21000
2,441,7,207,1,25
2,441,7,203,1,1000
2,441,7,212,1,400
1,465,3,207,1,75
1,465,3,205,1,2800
1,465,3,217,1,350
1,200,1,207,1,100
1,200,1,210,1,2800
1,200,1,211,1,2100
1,200,1,203,1,3500
1,402,5,208,1,3000
1,402,5,203,1,500
2,349,7,207,1,25
2,349,7,204,1,12500
1,319,7,205,1,3500
1,319,7,207,1,100
1,319,7,210,1,1800
1,79,4,211,1,800
1,79,4,203,1,300
1,79,4,210,1,1000
2,117,3,203,1,3000
2,56,7,211,1,1000
2,113,9,211,1,400
2,113,9,207,1,25
2,113,9,203,1,2100
2,113,9,204,1,1400
2,100,7,207,1,50
2,100,7,206,1,100
2,107,5,207,1,50
2,107,5,206,1,300
1,169,3,207,1,25
2,20,4,211,1,2000
2,20,4,210,1,15000
2,20,4,203,1,3500
1,177,5,203,1,2800
1,177,5,207,1,50
1,33,12,213,1,4000
1,33,12,211,1,2000
1,33,12,210,1,6000
1,33,12,207,1,50
1,411,1,207,1,25
1,499,8,203,1,875
1,499,8,207,1,50
2,58,2,207,1,50
2,58,2,211,1,5600
2,388,6,207,1,50
2,388,6,217,1,225
2,214,5,203,1,2100
2,214,5,212,1,1100
2,214,5,207,1,25
1,491,10,205,1,200
1,491,10,207,1,25
1,491,10,204,1,200
2,420,7,207,1,50
2,420,7,205,1,2500
1,148,8,203,1,1200
1,148,8,207,1,50
2,446,3,207,1,125
2,446,3,205,1,2100
2,524,5,207,1,100
2,42,5,203,1,1000
2,42,5,211,1,2400
2,42,5,207,1,75
2,124,5,205,1,2500
2,124,5,211,1,1000
2,560,4,205,1,1000
2,560,4,207,1,50
1,453,10,205,1,3000
1,453,10,217,1,750
1,453,10,207,1,100
1,453,10,201,1,1000
1,453,10,209,1,3000
1,453,10,206,1,400
1,413,1,207,1,150
1,413,1,201,1,175
1,541,4,207,1,25
1,541,4,201,1,2100
1,541,4,203,1,300
2,519,4,201,1,700
2,519,4,207,1,50
1,303,9,203,1,1050
1,303,9,210,1,5000
1,179,12,210,1,2000
1,179,12,207,1,75
1,179,12,205,1,700
1,179,12,204,1,700
2,585,5,217,1,500
2,585,5,206,1,100
2,585,5,207,1,25
2,577,5,201,1,1400
2,577,5,203,1,875
1,416,3,203,1,600
1,416,3,212,1,600
1,416,3,207,1,50
1,416,3,204,1,400
2,156,6,207,1,100
2,156,6,203,1,1400
2,156,6,211,1,1000
1,253,7,203,1,350
1,253,7,210,1,300
1,253,7,207,1,100
2,231,6,211,1,2500
2,231,6,210,1,2000
2,231,6,203,1,2000
2,231,6,208,1,8000
2,417,5,207,1,75
2,417,5,204,1,1400
2,221,6,209,1,4000
2,294,6,207,1,25
2,294,6,205,1,3500
1,5,6,211,1,500
1,5,6,207,1,150
1,5,6,203,1,2100
2,534,5,207,1,100
2,530,9,203,1,3000
2,530,9,209,1,2000
2,530,9,204,1,750
2,530,9,210,1,1500
1,21,9,211,1,2000
1,21,9,207,1,75
1,21,9,206,1,150
1,21,9,203,1,1000
1,390,4,204,1,2000
1,390,4,217,1,400
1,390,4,207,1,50
2,471,9,204,1,2000
2,471,9,207,1,50
1,143,1,203,1,2800
1,143,1,211,1,1000
1,143,1,207,1,1050
1,143,1,209,1,6000
1,143,1,205,1,500
1,143,1,210,1,1000
1,143,1,204,1,1000
1,226,7,207,1,25
1,226,7,203,1,3500
1,226,7,211,1,1400
1,226,7,209,1,2000
1,191,3,215,1,1000
1,191,3,205,1,2000
1,191,3,207,1,100
1,552,12,205,1,2000
1,552,12,207,1,50
1,362,7,207,1,25
1,362,7,205,1,1400
1,251,4,211,1,1000
1,251,4,207,1,100
1,251,4,212,1,2000
1,251,4,210,1,1500
1,251,4,203,1,2000
1,251,4,217,1,500
1,83,5,203,1,400
1,83,5,207,1,25
1,47,3,207,1,25
1,47,3,211,1,1500
1,47,3,203,1,300
1,333,5,207,1,100
1,333,5,206,1,150
1,333,5,204,1,2000
1,333,5,211,1,1300
1,333,5,203,1,500
2,298,9,203,1,400
2,298,9,211,1,500
2,298,9,212,1,1000
2,471,10,207,1,25
2,471,10,205,1,1750
1,358,10,203,1,1500
1,358,10,207,1,25
1,358,10,217,1,300
1,358,10,215,1,250
1,358,10,208,1,4600
1,358,10,204,1,200
1,584,11,211,1,15000
1,584,11,205,1,2000
1,584,11,203,1,2000
1,584,11,204,1,2000
1,584,11,207,1,100
1,165,4,207,1,100
1,165,4,215,1,1600
1,165,4,204,1,1500
1,165,4,217,1,500
2,450,4,205,1,2100
2,450,4,207,1,100
2,371,5,203,1,1500
2,371,5,207,1,50
1,101,6,210,1,3000
1,37,8,203,1,1400
1,37,8,211,1,2900
1,263,2,212,1,1400
1,263,2,207,1,50
1,263,2,210,1,600
1,263,2,211,1,800
1,263,2,203,1,1400
2,243,4,207,1,50
2,594,6,205,1,2000
2,594,6,206,1,1000
2,594,6,207,1,50
2,523,6,212,1,5000
2,523,6,204,1,2000
2,523,6,207,1,100
1,535,2,207,1,50
1,23,4,207,1,25
1,23,4,211,1,3800
1,23,4,203,1,200
1,23,4,216,1,600
1,23,4,208,1,10000
1,23,4,210,1,4000
2,6,7,211,1,500
2,6,7,207,1,100
2,6,7,217,1,100
2,6,7,210,1,2000
2,6,7,203,1,500
1,402,11,207,1,50
1,402,11,212,1,400
1,445,10,207,1,50
1,445,10,209,1,3800
1,445,10,217,1,400
1,445,10,204,1,1400
1,87,2,207,1,25
1,87,2,205,1,1000
1,255,4,203,1,3500
1,255,4,216,1,700
1,255,4,217,1,500
1,255,4,209,1,5000
1,255,4,210,1,7000
1,255,4,207,1,50
1,255,4,211,1,2500
1,389,4,217,1,150
1,389,4,201,1,1500
2,266,5,212,1,400
2,266,5,207,1,25
2,88,4,207,1,25
2,88,4,205,1,250
2,88,4,201,1,700
1,582,6,207,1,150
1,582,6,217,1,600
2,46,6,203,1,2500
2,46,6,207,1,125
2,46,6,210,1,3500
2,46,6,211,1,800
2,274,5,215,1,1000
2,274,5,205,1,3500
1,537,9,204,1,1000
1,537,9,207,1,50
1,537,9,203,1,100
1,537,9,209,1,3500
1,537,9,217,1,200
2,375,4,207,1,75
1,404,4,207,1,25
1,404,4,201,1,500
1,404,4,203,1,1050
1,169,8,211,1,750
1,169,8,203,1,300
1,169,8,207,1,100
1,169,8,217,1,200
1,169,8,215,1,1200
1,169,8,204,1,400
2,363,3,209,1,2500
2,363,3,207,1,75
2,363,3,205,1,1000
1,421,12,209,1,8000
1,421,12,211,1,1400
1,421,12,206,1,200
1,421,12,204,1,1750
1,421,12,207,1,200
1,47,10,216,1,400
1,47,10,203,1,200
1,47,10,210,1,5000
1,47,10,211,1,2800
1,421,3,203,1,2750
1,421,3,204,1,600
1,421,3,207,1,50
2,38,5,203,1,700
2,38,5,207,1,25
2,38,5,211,1,1500
1,505,8,207,1,50
1,505,8,205,1,1400
1,271,10,217,1,300
1,271,10,204,1,700
1,271,10,207,1,50
2,496,4,207,1,25
2,496,4,203,1,500
1,571,5,206,1,500
1,571,5,205,1,1500
1,571,5,207,1,75
2,198,7,207,1,75
2,198,7,204,1,1400
2,100,8,210,1,2000
2,100,8,208,1,10000
2,100,8,207,1,100
2,24,6,207,1,200
2,24,6,203,1,200
2,24,6,211,1,1400
2,243,5,212,1,1500
2,243,5,217,1,75
2,243,5,207,1,25
2,243,5,205,1,2100
1,53,10,203,1,700
1,53,10,211,1,700
1,53,10,207,1,25
2,58,3,203,1,400
2,58,3,207,1,75
1,305,2,207,1,75
2,356,6,207,1,100
2,356,6,203,1,5600
2,356,6,204,1,1750
2,234,5,205,1,1500
2,234,5,207,1,50
2,371,6,207,1,50
2,371,6,203,1,1000
2,371,6,208,1,34000
1,159,3,203,1,2800
1,159,3,207,1,50
1,159,3,205,1,500
2,556,10,209,1,5000
2,556,10,205,1,500
2,556,10,212,1,2000
1,59,6,210,1,3000
1,59,6,203,1,2100
1,59,6,211,1,1200
1,59,6,216,1,500
1,59,6,207,1,50
2,410,3,215,1,400
2,410,3,205,1,800
2,473,5,217,1,450
2,473,5,204,1,4500
2,473,5,207,1,75
1,99,11,201,1,700
1,99,11,207,1,25
1,99,11,205,1,1000
1,550,3,201,1,600
1,550,3,209,1,1500
1,550,3,205,1,1000
1,550,3,203,1,100
1,550,3,207,1,50
2,551,7,205,1,1500
2,551,7,209,1,3000
1,531,3,207,1,50
1,531,3,204,1,1000
1,531,3,209,1,3000
2,564,7,204,1,3000
2,564,7,212,1,5000
1,404,12,207,1,100
1,404,12,203,1,3600
1,404,12,215,1,800
1,404,12,201,1,2300
1,404,12,217,1,100
1,135,9,203,1,1400
1,135,9,207,1,100
1,135,9,210,1,300
2,316,4,203,1,2000
1,337,4,207,1,50
1,99,6,207,1,25
1,99,6,205,1,500
2,216,4,212,1,1200
2,216,4,210,1,3000
2,86,5,207,1,25
2,86,5,203,1,300
1,281,4,207,1,200
1,281,4,209,1,1000
1,281,4,204,1,3500
1,281,4,206,1,300
1,281,4,203,1,4200
2,380,2,204,1,1600
2,380,2,207,1,75
2,380,2,210,1,10000
1,186,2,204,1,1500
1,186,2,207,1,100
2,431,6,207,1,25
2,431,6,205,1,2000
1,289,1,208,1,3000
1,289,1,207,1,100
2,334,6,207,1,100
2,334,6,211,1,2000
2,334,6,201,1,300
1,66,2,211,1,1800
1,66,2,207,1,75
2,12,8,211,1,500
2,156,7,207,1,50
2,156,7,205,1,7000
1,41,2,216,1,600
2,42,6,211,1,1700
2,42,6,207,1,75
1,411,11,205,1,1000
1,411,11,203,1,400
1,411,11,207,1,150
1,411,11,209,1,2000
1,497,5,204,1,150
1,497,5,207,1,25
1,497,5,203,1,1400
1,550,2,207,1,100
1,550,2,205,1,1000
1,550,2,217,1,500
2,428,4,209,1,2000
2,428,4,203,1,1250
2,428,4,207,1,25
2,296,7,207,1,150
2,296,7,203,1,2800
2,296,7,210,1,4800
2,344,10,217,1,500
2,344,10,207,1,75
2,344,10,204,1,2100
2,88,5,207,1,25
2,88,5,205,1,250
1,427,3,201,1,1400
1,425,8,211,1,1400
1,425,8,204,1,1400
1,425,8,207,1,25
2,428,5,203,1,2500
2,428,5,204,1,2100
2,428,5,207,1,25
2,428,5,211,1,1000
2,431,7,212,1,2000
2,431,7,205,1,300
2,431,7,217,1,3000
1,79,1,201,1,1000
1,79,1,206,1,700
1,79,1,210,1,400
1,79,1,205,1,2100
1,79,1,207,1,50
2,469,7,207,1,50
2,581,7,201,1,500
2,581,7,205,1,1500
1,193,3,212,1,500
1,193,3,207,1,150
1,321,11,205,1,1200
1,321,11,210,1,3200
1,321,11,207,1,75
1,321,11,203,1,1400
2,185,7,203,1,1400
2,185,7,207,1,25
2,185,7,204,1,700
1,70,8,217,1,200
1,70,8,211,1,2500
1,70,8,210,1,400
1,70,8,207,1,25
1,70,8,203,1,875
1,70,8,206,1,100
1,360,10,207,1,100
1,360,10,217,1,1000
1,360,10,205,1,800
1,277,11,205,1,5000
1,277,11,217,1,1000
1,277,11,207,1,100
2,312,5,207,1,50
2,312,5,210,1,1200
2,312,5,204,1,1000
2,367,7,207,1,100
2,367,7,203,1,1500
1,465,9,205,1,2100
1,465,9,207,1,50
2,221,7,203,1,1500
2,221,7,207,1,75
2,399,6,207,1,100
2,407,6,212,1,4800
2,407,6,204,1,2300
1,331,6,207,1,125
1,331,6,203,1,300
1,331,6,211,1,1200
2,181,9,207,1,50
2,181,9,205,1,700
2,511,5,207,1,50
2,511,5,205,1,24000
2,446,4,207,1,125
2,446,4,212,1,1000
2,446,4,205,1,2100
1,468,2,204,1,1000
1,468,2,205,1,2000
1,468,2,207,1,200
1,259,8,211,1,2000
1,259,8,207,1,50
1,259,8,203,1,3500
1,259,8,210,1,1500
1,259,8,212,1,2500
2,500,3,217,1,300
2,500,3,207,1,50
2,500,3,212,1,1200
2,500,3,205,1,2800
1,57,5,210,1,2500
1,57,5,211,1,200
1,57,5,203,1,500
1,57,5,207,1,25
2,588,7,207,1,50
2,588,7,205,1,1500
2,588,7,203,1,2000
1,331,3,207,1,50
1,331,3,203,1,9000
1,307,7,203,1,1200
1,307,7,207,1,25
2,397,6,205,1,1500
2,397,6,207,1,50
2,397,6,217,1,200
1,197,4,203,1,2500
1,197,4,204,1,3000
1,197,4,207,1,50
2,38,6,207,1,100
2,38,6,211,1,500
2,38,6,203,1,2625
2,498,5,207,1,25
1,228,12,203,1,1050
1,228,12,207,1,25
1,398,9,205,1,2000
1,398,9,207,1,75
1,398,9,210,1,1000
1,398,9,217,1,750
2,88,6,205,1,250
2,88,6,207,1,25
2,88,6,203,1,2000
2,2,6,211,1,800
2,2,6,203,1,1050
2,2,6,207,1,50
2,2,6,210,1,2000
1,321,10,205,1,2800
1,321,10,207,1,25
2,384,3,207,1,200
2,384,3,209,1,300
2,384,3,203,1,500
2,458,6,217,1,300
2,458,6,204,1,2100
2,458,6,207,1,25
2,458,6,201,1,500
1,449,3,201,1,350
1,449,3,205,1,2000
1,449,3,207,1,100
1,77,9,206,1,700
1,77,9,207,1,50
2,266,6,203,1,500
2,266,6,211,1,250
2,266,6,212,1,4000
2,67,4,203,1,500
2,67,4,207,1,50
2,67,4,211,1,1500
2,349,8,207,1,25
2,349,8,217,1,1250
1,167,7,207,1,100
1,167,7,203,1,2000
1,167,7,210,1,1000
1,461,12,204,1,2100
1,461,12,207,1,50
2,558,8,205,1,2000
2,450,5,201,1,700
2,450,5,207,1,100
2,266,7,212,1,1400
2,266,7,207,1,100
2,266,7,203,1,1500
1,199,1,207,1,25
2,119,8,201,1,1400
2,119,8,211,1,1400
2,119,8,207,1,50
2,119,8,209,1,5000
1,516,8,203,1,3000
1,516,8,212,1,3000
1,516,8,207,1,50
1,516,8,201,1,1400
1,516,8,204,1,1400
2,347,6,205,1,2500
2,347,6,207,1,50
1,319,8,207,1,125
1,319,8,210,1,1000
1,319,8,205,1,2100
1,177,2,207,1,75
1,177,2,203,1,1400
2,292,10,205,1,3500
2,292,10,207,1,100
2,292,10,211,1,1000
2,292,10,209,1,7000
2,352,10,215,1,2100
2,352,10,209,1,2500
1,535,11,204,1,2800
1,535,11,209,1,7000
1,535,11,207,1,25
1,535,11,201,1,700
1,396,11,201,1,150
1,396,11,217,1,150
1,396,11,205,1,1500
1,396,11,207,1,100
2,78,6,206,1,100
2,78,6,211,1,400
1,406,6,207,1,100
1,406,6,203,1,500
2,444,5,205,1,2700
2,444,5,209,1,2000
2,444,5,207,1,100
1,442,11,210,1,4000
1,442,11,207,1,50
1,442,11,212,1,2800
1,442,11,204,1,1500
1,489,8,205,1,2000
2,393,9,207,1,50
2,393,9,210,1,2700
2,393,9,205,1,5000
2,393,9,217,1,1000
2,393,9,203,1,700
1,19,8,211,1,1200
1,19,8,203,1,300
1,19,8,210,1,4000
2,570,8,207,1,75
2,583,5,205,1,2500
2,583,5,201,1,500
2,450,6,207,1,100
1,255,1,201,1,3000
1,255,1,208,1,20000
2,544,4,207,1,25
2,176,7,207,1,200
2,176,7,208,1,
1,335,10,207,1,25
1,335,10,205,1,10000
2,256,6,203,1,1750
2,256,6,210,1,700
2,117,4,203,1,1500
2,117,4,207,1,1000
2,117,4,209,1,1000
1,57,2,211,1,11850
1,57,2,207,1,25
1,525,6,207,1,50
1,525,6,201,1,700
1,525,6,205,1,300
2,405,8,210,1,1400
2,405,8,204,1,2000
2,405,8,217,1,1000
2,405,8,207,1,50
1,360,6,211,1,12000
1,360,6,207,1,50
1,360,6,205,1,1000
1,529,6,207,1,25
1,529,6,204,1,2000
1,277,5,217,1,500
1,277,5,205,1,3000
1,277,5,207,1,50
2,158,5,203,1,1400
2,158,5,207,1,25
1,449,4,209,1,4000
1,449,4,207,1,500
1,449,4,201,1,1550
1,449,4,205,1,1500
2,446,5,207,1,100
2,446,5,204,1,4000
2,446,5,210,1,2500
2,409,3,206,1,200
2,409,3,205,1,2000
2,409,3,207,1,25
2,409,3,217,1,400
2,444,6,205,1,2100
2,444,6,207,1,125
1,516,4,207,1,25
1,516,4,203,1,200
1,516,4,204,1,400
2,38,7,211,1,4450
2,38,7,201,1,750
2,38,7,203,1,800
1,139,3,207,1,50
1,139,3,203,1,1400
1,578,7,205,1,1000
1,578,7,204,1,2000
1,578,7,209,1,3000
2,279,7,209,1,16000
2,279,7,204,1,2000
2,279,7,207,1,25
2,279,7,203,1,600
1,89,12,205,1,2000
1,89,12,201,1,700
1,11,7,207,1,100
1,11,7,209,1,6000
1,11,7,216,1,1400
1,11,7,203,1,2000
1,11,7,211,1,10000
2,566,6,217,1,75
2,566,6,203,1,2500
2,566,6,207,1,50
2,151,6,207,1,25
2,151,6,215,1,250
2,151,6,203,1,500
2,52,2,211,1,2400
2,52,2,203,1,700
1,400,12,203,1,300
1,400,12,211,1,2000
2,407,7,204,1,1500
2,407,7,212,1,2300
2,544,5,207,1,100
2,544,5,205,1,500
2,544,5,210,1,2000
2,544,5,201,1,3000
2,544,5,209,1,14000
2,544,5,217,1,500
1,17,5,203,1,700
1,17,5,210,1,12000
2,300,6,211,1,1200
2,300,6,207,1,50
2,300,6,210,1,2200
1,447,11,207,1,25
1,574,6,201,1,500
1,574,6,206,1,1000
1,574,6,217,1,400
1,574,6,205,1,7000
1,574,6,207,1,150
1,574,6,211,1,4000
2,513,6,204,1,100
2,513,6,217,1,400
2,513,6,209,1,2000
2,513,6,212,1,850
2,513,6,207,1,50
2,513,6,203,1,1000
2,312,6,207,1,50
2,312,6,203,1,1400
2,67,5,207,1,25
2,67,5,203,1,800
2,67,5,211,1,8000
1,299,6,210,1,1000
1,299,6,211,1,700
1,299,6,203,1,1050
2,284,7,205,1,800
2,284,7,204,1,2000
2,207,7,204,1,4500
2,207,7,207,1,50
2,207,7,210,1,4500
2,207,7,211,1,500
2,407,8,209,1,3000
2,407,8,204,1,1500
1,434,2,201,1,1400
1,434,2,205,1,2000
1,576,9,207,1,25
1,576,9,205,1,1750
1,23,5,203,1,1000
1,23,5,216,1,600
1,23,5,211,1,1500
1,23,5,207,1,100
1,23,5,208,1,5000
1,23,5,210,1,7000
1,372,8,207,1,500
1,372,8,204,1,6000
2,431,8,206,1,2000
2,431,8,205,1,10000
2,431,8,207,1,75
1,493,6,212,1,1400
1,493,6,206,1,100
1,493,6,203,1,3500
1,493,6,204,1,200
1,493,6,207,1,75
2,75,4,203,1,1500
2,75,4,207,1,25
2,310,5,205,1,1000
2,310,5,207,1,25
1,507,4,217,1,735
1,507,4,201,1,200
1,507,4,205,1,800
1,507,4,207,1,50
2,92,7,206,1,100
2,92,7,207,1,25
1,387,12,209,1,1000
1,387,12,217,1,500
2,258,7,207,1,50
2,258,7,212,1,1200
2,258,7,203,1,2100
2,258,7,210,1,3000
2,258,7,216,1,500
2,258,7,211,1,800
2,151,7,204,1,2100
2,151,7,203,1,1400
2,151,7,211,1,2800
2,151,7,210,1,2000
2,151,7,207,1,100
2,151,7,215,1,700
2,151,7,217,1,200
1,19,1,203,1,200
1,19,1,211,1,1500
1,19,1,210,1,6000
1,19,1,208,1,25000
1,19,1,207,1,50
1,15,3,216,1,2200
1,15,3,208,1,5000
1,15,3,207,1,100
1,518,10,205,1,500
1,518,10,207,1,25
2,52,3,207,1,50
2,52,3,203,1,3500
2,223,6,207,1,50
2,386,3,209,1,2000
2,386,3,203,1,3500
2,386,3,207,1,100
2,50,5,206,1,1400
2,50,5,203,1,500
2,306,6,203,1,2500
2,306,6,207,1,100
2,306,6,210,1,2500
2,316,5,207,1,100
2,316,5,203,1,500
2,378,5,215,1,4500
2,378,5,205,1,2100
2,378,5,207,1,50
1,106,3,207,1,50
1,106,3,204,1,1400
2,18,6,211,1,2500
2,18,6,210,1,10000
1,501,9,207,1,50
1,501,9,206,1,600
1,501,9,217,1,225
1,501,9,205,1,1400
2,48,5,211,1,13750
2,231,7,203,1,2000
2,231,7,209,1,5000
2,231,7,207,1,100
1,533,11,203,1,500
1,533,11,209,1,500
1,533,11,207,1,25
2,486,4,217,1,750
2,486,4,207,1,100
2,486,4,204,1,1600
2,28,4,211,1,2000
1,514,1,203,1,1400
2,280,6,201,1,2000
2,280,6,207,1,125
2,280,6,217,1,400
1,543,12,204,1,1000
1,543,12,217,1,400
1,543,12,207,1,75
1,93,9,212,1,600
1,93,9,205,1,7000
1,93,9,209,1,4000
2,504,8,215,1,600
2,504,8,204,1,4000
2,504,8,205,1,600
2,504,8,207,1,75
2,34,6,210,1,3500
2,34,6,211,1,1000
2,34,6,203,1,500
1,224,3,207,1,75
2,162,7,207,1,50
2,162,7,203,1,2000
2,162,7,208,1,15000
1,541,5,201,1,3000
1,541,5,210,1,4000
1,580,11,201,1,200
1,580,11,205,1,2500
1,580,11,207,1,100
2,410,4,207,1,75
2,410,4,205,1,4500
2,56,8,211,1,1400
2,56,8,203,1,1050
2,90,3,207,1,50
2,90,3,205,1,1000
2,90,3,212,1,1000
2,361,4,204,1,500
2,361,4,205,1,1500
2,361,4,207,1,50
2,328,6,211,1,500
2,328,6,203,1,1000
1,329,6,211,1,2800
1,329,6,203,1,600
1,329,6,210,1,2000
1,329,6,207,1,100
2,138,8,211,1,1600
2,138,8,217,1,50
2,138,8,203,1,400
2,138,8,201,1,700
2,138,8,204,1,1400
1,370,8,209,1,14000
1,370,8,211,1,700
1,370,8,207,1,100
1,370,8,204,1,1500
2,359,4,212,1,2000
2,359,4,205,1,1500
2,359,4,207,1,100
1,472,11,206,1,500
1,472,11,207,1,75
1,472,11,204,1,3000
2,214,6,207,1,50
2,214,6,203,1,700
2,50,6,211,1,1200
1,43,3,211,1,2400
1,47,5,211,1,12000
1,47,5,207,1,25
1,49,7,204,1,700
1,49,7,206,1,100
1,49,7,211,1,1000
1,49,7,207,1,100
1,11,8,210,1,6000
1,11,8,207,1,150
1,11,8,211,1,7500
1,11,8,203,1,1000
1,329,12,210,1,5000
1,329,12,203,1,3000
1,329,12,201,1,7000
2,158,6,207,1,75
2,158,6,204,1,1500
2,158,6,203,1,1000
2,158,6,215,1,700
2,92,8,207,1,75
2,92,8,206,1,450
1,63,3,207,1,100
1,63,3,201,1,1400
1,63,3,203,1,2100
1,63,3,210,1,300
1,63,3,211,1,400
2,592,6,207,1,50
2,592,6,205,1,1500
1,565,8,207,1,50
1,565,8,201,1,7000
1,565,8,211,1,500
1,565,8,210,1,2000
1,565,8,204,1,2800
2,414,4,207,1,100
2,414,4,205,1,2200
2,414,4,208,1,800
2,414,4,209,1,1000
1,474,2,209,1,2000
1,474,2,205,1,1400
1,474,2,207,1,25
2,229,4,207,1,50
2,229,4,204,1,1000
2,229,4,211,1,1400
2,229,4,203,1,250
1,122,9,210,1,3000
1,122,9,203,1,5000
1,122,9,211,1,600
1,122,9,207,1,25
1,182,8,207,1,75
1,182,8,205,1,7000
1,27,1,210,1,2500
1,27,1,203,1,1400
1,27,1,211,1,1400
1,27,1,207,1,100
1,313,10,207,1,50
1,313,10,216,1,600
1,313,10,203,1,450
1,313,10,210,1,3500
1,368,4,207,1,100
1,368,4,203,1,1800
1,368,4,211,1,1500
1,368,4,210,1,2000
1,297,5,203,1,1000
1,297,5,210,1,4000
1,297,5,207,1,100
1,297,5,217,1,400
1,297,5,201,1,2000
1,297,5,211,1,1200
1,364,8,205,1,1500
1,364,8,215,1,2800
1,364,8,207,1,50
2,266,8,203,1,5000
2,266,8,212,1,1800
1,120,3,210,1,5000
2,245,7,210,1,1600
2,245,7,207,1,100
2,245,7,204,1,1500
2,245,7,201,1,500
2,196,8,201,1,250
2,196,8,205,1,1000
2,196,8,207,1,125
2,52,4,211,1,1400
2,52,4,210,1,2000
2,52,4,203,1,300
2,340,7,207,1,50
2,340,7,205,1,3500
2,340,7,212,1,1500
1,79,6,217,1,150
1,79,6,211,1,7500
1,79,6,201,1,175
2,530,10,203,1,1050
2,530,10,207,1,100
1,436,6,207,1,25
1,436,6,205,1,3500
1,59,1,210,1,500
1,59,1,203,1,1050
1,59,1,207,1,100
1,114,10,207,1,25
1,114,10,203,1,1400
2,369,8,207,1,50
2,369,8,203,1,1500
2,424,5,205,1,500
2,424,5,211,1,1500
2,424,5,207,1,50
1,374,3,210,1,500
1,374,3,207,1,25
1,335,1,205,1,3500
1,335,1,207,1,25
1,335,1,215,1,2600
1,335,1,203,1,500
1,202,10,211,1,2000
1,202,10,203,1,2100
1,202,10,207,1,50
1,559,9,209,1,4000
2,386,4,217,1,150
2,386,4,215,1,700
2,386,4,207,1,200
2,386,4,203,1,1400
1,228,10,203,1,1050
2,521,6,204,1,1250
2,521,6,207,1,25
2,318,8,201,1,700
2,318,8,205,1,2100
1,135,4,203,1,1400
1,135,4,207,1,25
1,230,6,207,1,50
1,230,6,212,1,600
1,408,7,203,1,375
1,408,7,207,1,25
1,217,7,204,1,2800
1,217,7,207,1,100
1,217,7,217,1,1250
2,428,6,217,1,350
2,428,6,207,1,50
2,428,6,211,1,1800
2,393,10,207,1,25
2,393,10,217,1,900
2,393,10,203,1,1300
2,393,10,205,1,1500
2,36,5,211,1,1000
2,36,5,203,1,1400
1,285,3,203,1,300
1,285,3,207,1,50
2,223,7,212,1,2000
2,298,10,212,1,1400
2,298,10,207,1,50
2,298,10,203,1,2000
1,346,6,217,1,150
1,346,6,204,1,1000
1,346,6,207,1,50
2,318,9,204,1,1150
2,318,9,217,1,500
2,318,9,207,1,50
2,318,9,203,1,1150
2,454,6,207,1,100
2,454,6,204,1,2100
2,454,6,209,1,2000
2,18,7,211,1,3500
2,18,7,217,1,400
2,18,7,207,1,50
2,18,7,203,1,2100
2,391,6,217,1,750
2,391,6,207,1,50
2,391,6,205,1,12000
1,83,8,210,1,2000
1,83,8,212,1,1800
1,83,8,211,1,6000
1,83,8,217,1,300
1,83,8,203,1,1000
1,83,8,201,1,1500
2,324,6,207,1,50
2,324,6,211,1,1700
2,324,6,203,1,850
2,205,7,207,1,200
2,205,7,203,1,2100
2,205,7,211,1,1400
1,97,9,205,1,1000
1,97,9,207,1,25
1,97,9,209,1,3000
1,357,11,207,1,125
1,357,11,204,1,2500
1,357,11,217,1,500
2,216,5,215,1,1000
2,216,5,217,1,700
2,216,5,204,1,2500
2,216,5,207,1,50
2,36,6,216,1,1200
2,36,6,210,1,1500
2,36,6,211,1,3250
2,36,6,203,1,700
2,36,6,208,1,5000
1,505,2,207,1,100
2,314,6,203,1,700
2,314,6,210,1,1500
2,314,6,205,1,3500
2,314,6,209,1,3000
2,314,6,204,1,3500
2,314,6,207,1,150
2,256,7,203,1,3500
2,256,7,207,1,50
2,256,7,217,1,1500
2,256,7,212,1,1500
1,210,5,211,1,400
1,210,5,210,1,4000
1,440,8,205,1,1500
1,440,8,207,1,100
