"HHID","lat_mod","lon_mod","source","nogps","dist_y0","loc_type","urban","hh_status","y2_qa_type","dist_road","dist_popcenter","dist_market","dist_borderpost","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","ssa_aez09","afmnslp_pct","srtm_uga","twi_uga","srtm_uga_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","rf_regime","anntot_avg","wetQ_avg","wetQ_avgstart","anntot_2010","wetQ_2010","wetQstart_2010","wetQ2_avg","wetQ2_avgstart","wetQ2_2010","wetQ2start_2010","eviarea_avg","evimax_avg","grn_avg","sen_avg","eviarea_2010","evimax_2010","grn_2010","sen_2010","eviarea2_avg","evimax2_avg","grn2_avg","sen2_avg","eviarea2_2010","evimax2_2010","grn2_2010","sen2_2010"
"1063000506",0.270254284143448,31.6484489440918,2,,,"EA-based offset",0,1,1,6.6154,46.041,46.041,143.6954,76.9698,215,213,935,126,343,41,30,324,8.22,1232,1231,8,3,2,1,1,1,1,1,"bimodal",1040,387,5,1016,422,5,334,25,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"106300050604",0.126303881406784,31.809871673584,1,,24.8999996185303,"household-based offset",0,1,1,2.3744,36.6825,53.8115,134.8341,56.9656,214,214,1046,144,354,60,30,324,8.57,1240,1231,8,2,2,1,1,1,1,1,"bimodal",1057,406,5,1029,436,5,331,26,290,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000508",0.270254284143448,31.6484489440918,2,,,"EA-based offset",0,1,1,6.7191,45.9567,45.9567,143.8191,76.9671,215,213,935,126,343,41,30,324,8.22,1237,1231,8,3,2,1,1,1,1,1,"bimodal",1040,387,5,1016,422,5,334,25,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000509",0.270254284143448,31.6484489440918,2,,,"EA-based offset",0,1,1,6.6651,45.8932,46.1493,144.0537,76.5132,214,213,938,127,344,41,30,324,10.7,1220,1227,13,3,2,1,1,1,1,1,"bimodal",1041,387,5,1016,421,5,335,25,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000510",0.270254284143448,31.6484489440918,2,,,"EA-based offset",0,1,1,6.6028,45.9772,45.9772,143.4502,77.2752,215,213,935,126,343,49,30,324,8.22,1228,1225,8,3,2,1,1,1,1,1,"bimodal",1039,387,5,1016,423,5,333,25,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"106300051003",0.270254284143448,31.6484489440918,2,,,"EA-based offset",0,1,1,6.8245,45.7772,45.7772,143.685,77.3199,215,213,935,126,343,47,30,324,8.22,1244,1235,8,3,2,1,1,1,1,1,"bimodal",1039,387,5,1016,422,5,334,25,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"106300051004",0.170688912272453,32.4613609313965,1,,89.8000030517578,"household-based offset",0,1,1,10.1556,12.7233,23.2159,172.5979,26.5471,215,219,1394,211,540,60,30,324,6.48,1181,1179,13,3,3,1,2,1,1,1,"bimodal",1174,481,6,1220,653,5,333,26,228,28,49.38,0.54163,89.2,135.8,58.98,0.5468,77,139,42.861,0.54681,238.9,322.3,39.95,0.5292,233,324
"106300051007",0.189466461539268,32.4375190734863,1,,88.8000030517578,"household-based offset",0,1,1,10.1923,11.9834,23.678,172.1657,26.5102,215,218,1373,206,524,60,30,324,7.62,1180,1174,8,2,2,1,1,1,1,1,"bimodal",1175,481,6,1223,653,5,334,26,232,28,49.38,0.54163,89.2,135.8,58.98,0.5468,77,139,42.861,0.54681,238.9,322.3,39.95,0.5292,233,324
"106300051008",-0.011469641700387,32.0953979492188,1,,59.5,"household-based offset",0,1,1,5.3178,36.1007,53.5771,133.2886,36.1007,215,218,1295,195,498,38,30,324,8.4,1178,1178,13,7,7,7,7,7,7,7,"bimodal",1153,462,5,1206,594,5,327,26,287,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000511",0.270254284143448,31.6484489440918,2,,,"EA-based offset",0,1,1,6.9938,45.6554,45.6554,143.9501,77.2375,215,213,935,126,343,49,30,324,8.22,1268,1254,8,3,2,1,1,1,1,1,"bimodal",1040,387,5,1015,421,5,334,25,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000701",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,0.1214,29.4319,59.5194,141.3553,29.4319,216,219,1250,182,460,44,30,314,5.5,1167,1179,8,3,2,1,1,1,1,1,"bimodal",1146,461,5,1221,614,5,337,27,291,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000702",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,3.4596,28.4914,58.7519,143.968,28.4914,213,217,1235,174,435,45,30,314,10.18,1221,1229,8,2,2,1,1,1,1,1,"bimodal",1137,459,5,1217,614,5,341,26,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000703",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,3.4652,28.8666,59.1258,143.6019,28.8666,213,217,1235,174,435,41,30,314,10.18,1204,1209,8,2,2,1,1,1,1,1,"bimodal",1136,459,5,1214,611,5,341,26,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000704",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,3.6549,27.5388,57.8026,144.9771,27.5388,216,220,1235,176,440,56,30,314,5.29,1192,1187,8,2,2,1,1,1,1,1,"bimodal",1138,460,5,1220,617,5,342,26,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000705",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,2.3448,28.1415,58.379,143.717,28.1415,216,219,1240,178,448,61,30,324,6.59,1211,1198,8,2,2,1,1,1,1,1,"bimodal",1140,460,5,1221,617,5,340,26,292,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000706",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,0.1095,27.3214,57.4479,143.4603,27.3214,213,216,1264,180,453,58,30,314,7.13,1187,1196,8,3,2,1,1,1,1,1,"bimodal",1147,462,5,1227,620,5,339,26,291,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000707",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,2.1693,28.0006,58.2331,143.7629,28.0006,216,219,1240,178,448,59,30,324,6.59,1194,1184,8,2,2,1,1,1,1,1,"bimodal",1141,461,5,1222,618,5,340,26,292,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000709",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,3.3188,28.6351,58.893,143.7458,28.6351,213,217,1235,174,435,47,30,314,10.18,1224,1232,13,2,2,1,1,1,1,1,"bimodal",1137,459,5,1216,613,5,341,26,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000710",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,3.4855,28.4109,58.6719,144.0613,28.4109,213,217,1235,174,435,45,30,314,10.18,1228,1236,8,2,2,1,1,1,1,1,"bimodal",1137,459,5,1217,615,5,341,26,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000711",0.0716098621487617,32.0928726196289,2,,,"EA-based offset",0,1,1,3.7551,27.6021,57.8663,144.9752,27.6021,216,220,1235,176,440,56,30,314,5.29,1199,1198,8,2,2,1,1,1,1,1,"bimodal",1138,460,5,1219,616,5,342,26,293,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000902",0.196654409170151,32.2552299499512,2,,,"EA-based offset",0,1,1,2.4255,7.5557,36.0369,166.6746,7.5557,214,218,1280,170,427,59,30,314,8.1,1206,1208,8,2,2,2,1,1,1,1,"bimodal",1153,457,5,1235,613,5,346,27,271,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000903",0.196654409170151,32.2552299499512,2,,,"EA-based offset",0,1,1,2.8085,7.4222,36.134,166.3649,7.4222,214,218,1280,170,427,50,30,314,8.1,1198,1201,8,2,2,2,1,1,1,1,"bimodal",1153,457,5,1234,614,5,345,27,271,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000905",0.196654409170151,32.2552299499512,2,,,"EA-based offset",0,1,1,2.3576,7.6462,36.0899,166.6853,7.6462,214,218,1280,170,427,50,30,314,8.1,1203,1206,8,2,2,2,1,1,1,1,"bimodal",1153,457,5,1234,613,5,346,27,272,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000907",0.196654409170151,32.2552299499512,2,,,"EA-based offset",0,1,1,3.3732,6.8097,35.8211,166.2129,6.8097,215,218,1288,172,433,48,30,314,7.71,1200,1200,8,2,2,2,1,1,1,1,"bimodal",1153,458,5,1235,615,5,344,27,271,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000908",0.196654409170151,32.2552299499512,2,,,"EA-based offset",0,1,1,3.152,6.8751,35.7609,166.3921,6.8751,215,219,1284,171,430,48,30,314,8.36,1213,1212,8,2,2,2,1,1,1,1,"bimodal",1153,458,5,1235,615,5,344,27,271,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000909",0.196654409170151,32.2552299499512,2,,,"EA-based offset",0,1,1,2.1677,8.0497,36.3883,166.6339,8.0497,215,219,1279,170,426,42,30,324,7.98,1185,1195,8,2,2,2,1,1,1,1,"bimodal",1153,457,5,1234,612,5,346,27,272,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1063000912",0.196654409170151,32.2552299499512,2,,,"EA-based offset",0,1,1,3.2889,6.766,35.7242,166.3331,6.766,215,218,1288,172,433,48,30,314,8.36,1211,1207,8,2,2,2,1,1,1,1,"bimodal",1153,458,5,1235,615,5,344,27,271,28,48.299,0.55439,89.8,135.1,56.44,0.5773,86,141,43.526,0.55767,236.9,324.6,46.27,0.569,248,327
"1071000101",0.552687466144562,31.3820266723633,2,,,"EA-based offset",1,1,1,0.0628,3.4318,3.4318,173.9867,3.4318,214,211,1101,150,408,35,30,324,12.12,1320,1313,8,2,1,3,1,1,1,3,"bimodal",1084,377,5,1163,430,4,370,24,353,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1071000102",0.552687466144562,31.3820266723633,2,,,"EA-based offset",1,1,1,0.2601,3.3304,3.3304,173.9401,3.3304,214,211,1101,150,408,33,30,324,12.12,1317,1301,8,2,1,3,1,1,1,3,"bimodal",1083,377,5,1162,430,4,370,24,353,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1071000103",0.480719834566116,31.6931667327881,1,,35.7000007629395,"household-based offset",1,1,1,0.1549,38.4543,38.4543,164.3064,38.4543,217,215,954,130,350,51,30,324,6.47,1238,1233,8,3,2,1,1,1,1,1,"bimodal",1080,385,5,1080,404,4,346,25,290,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1071000104",0.552687466144562,31.3820266723633,2,,,"EA-based offset",1,1,61,0.1752,3.4075,3.4075,173.9097,3.4075,214,211,1101,150,408,33,30,324,12.12,1310,1307,8,2,1,3,1,1,1,3,"bimodal",1083,377,5,1162,430,4,369,24,353,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1071000106",0.552687466144562,31.3820266723633,2,,,"EA-based offset",1,1,1,0.3154,2.5525,2.5525,175.2251,2.5525,211,208,1122,153,417,43,30,324,20.82,1371,1347,13,2,1,3,1,1,1,3,"bimodal",1088,377,5,1168,430,4,372,24,355,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1071000110",0.552687466144562,31.3820266723633,2,,,"EA-based offset",1,1,1,0.166,3.391,3.391,173.9425,3.391,214,211,1101,150,408,33,30,324,12.12,1310,1307,8,2,1,3,1,1,1,3,"bimodal",1083,377,5,1162,430,4,370,24,353,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1071000111",0.552687466144562,31.3820266723633,2,,,"EA-based offset",1,1,1,0.1103,4.0167,4.0167,173.3943,4.0167,215,211,1090,148,403,43,30,324,9.08,1307,1307,8,2,1,3,1,1,1,3,"bimodal",1082,376,5,1160,429,4,368,24,352,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1071000201",0.390713512897491,32.0738220214844,2,,,"EA-based offset",1,1,1,0.533,2.8339,57.3747,170.9949,2.8339,212,215,1216,169,405,45,30,324,6.54,1273,1276,8,2,2,1,1,1,1,1,"bimodal",1143,431,5,1180,552,4,365,26,293,28,56.685,0.60696,82.2,140,57.21,0.6194,85,148,53.025,0.60126,236.4,324.3,47.05,0.6027,244,329
"1071000205",0.390713512897491,32.0738220214844,2,,,"EA-based offset",1,1,1,0.5027,3.0419,57.1492,171.0362,3.0419,212,215,1216,169,405,51,30,324,6.54,1275,1266,8,2,2,1,1,1,1,1,"bimodal",1144,431,5,1181,553,4,365,26,292,28,56.685,0.60696,82.2,140,57.21,0.6194,85,148,53.025,0.60126,236.4,324.3,47.05,0.6027,244,329
"1071000206",0.390713512897491,32.0738220214844,2,,,"EA-based offset",1,1,1,0.8973,3.6052,57.3389,172.4085,3.6052,214,217,1227,171,415,53,30,324,8.63,1249,1257,8,2,2,1,1,1,1,1,"bimodal",1144,430,5,1185,554,4,365,26,292,28,56.685,0.60696,82.2,140,57.21,0.6194,85,148,53.025,0.60126,236.4,324.3,47.05,0.6027,244,329
"1071000207",0.390713512897491,32.0738220214844,2,,,"EA-based offset",1,1,1,0.9403,1.4546,58.8576,170.4979,1.4546,213,216,1219,170,408,57,30,324,6.5,1235,1226,8,2,2,1,1,1,1,1,"bimodal",1143,429,5,1170,542,4,366,26,294,28,56.685,0.60696,82.2,140,57.21,0.6194,85,148,53.025,0.60126,236.4,324.3,47.05,0.6027,244,329
"1071000208",0.390713512897491,32.0738220214844,2,,,"EA-based offset",1,1,1,0.4117,2.87,57.3803,171.1144,2.87,212,215,1216,169,405,45,30,324,6.54,1272,1277,8,2,2,1,1,1,1,1,"bimodal",1143,431,5,1180,552,4,365,26,293,28,56.685,0.60696,82.2,140,57.21,0.6194,85,148,53.025,0.60126,236.4,324.3,47.05,0.6027,244,329
"1071000209",0.390713512897491,32.0738220214844,2,,,"EA-based offset",1,1,1,0.4275,2.8186,57.4342,171.0961,2.8186,212,215,1216,169,405,45,30,324,6.54,1262,1273,8,2,2,1,1,1,1,1,"bimodal",1143,431,5,1180,552,4,365,26,293,28,56.685,0.60696,82.2,140,57.21,0.6194,85,148,53.025,0.60126,236.4,324.3,47.05,0.6027,244,329
"1071000210",0.390713512897491,32.0738220214844,2,,,"EA-based offset",1,1,1,0.9834,2.3602,57.7681,170.531,2.3602,212,215,1216,169,405,51,30,324,6.54,1259,1259,8,2,2,1,1,1,1,1,"bimodal",1143,431,5,1176,549,4,366,26,293,28,56.685,0.60696,82.2,140,57.21,0.6194,85,148,53.025,0.60126,236.4,324.3,47.05,0.6027,244,329
"1073000801",0.213034510612488,31.0526390075684,2,,,"EA-based offset",0,1,1,9.1922,50.9139,50.9139,142.1002,50.9139,219,216,909,120,331,28,50,314,5.4,1194,1191,8,3,2,1,1,1,1,1,"bimodal",991,371,5,1086,455,4,322,25,301,28,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073000803",0.213034510612488,31.0526390075684,2,,,"EA-based offset",0,1,1,11.1457,53.7716,53.7716,141.5908,53.7716,218,215,910,120,332,88,14,324,5.87,1192,1197,8,3,2,1,1,1,1,1,"bimodal",988,370,5,1082,451,4,321,25,301,28,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073000807",0.213034510612488,31.0526390075684,2,,,"EA-based offset",0,1,1,11.9229,51.7732,51.7732,143.825,51.7732,217,215,923,121,337,96,14,324,6.26,1214,1220,8,3,2,1,1,1,1,1,"bimodal",995,370,5,1094,457,4,323,24,306,28,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073000808",0.213034510612488,31.0526390075684,2,,,"EA-based offset",0,1,1,11.1403,53.2315,53.2315,142.0405,53.2315,218,215,910,120,332,93,14,324,5.87,1199,1198,8,3,2,1,1,1,1,1,"bimodal",990,370,5,1084,453,4,321,25,302,28,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073000809",0.213034510612488,31.0526390075684,2,,,"EA-based offset",0,1,1,14.5205,57.3861,57.3861,141.3846,63.0253,218,216,907,120,329,54,14,324,4.68,1202,1208,8,3,2,1,1,1,1,1,"bimodal",986,369,5,1079,447,4,321,24,304,28,64.663,0.62135,75.8,143.9,71.4,0.6263,66,147,59.14,0.61931,234.6,322.7,60.87,0.6195,237,326
"1073001201",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,1,0.3093,5.5234,5.5234,171.2255,5.5234,214,210,1091,149,404,55,30,324,14.23,1304,1294,13,2,1,3,1,1,1,3,"bimodal",1074,374,5,1153,432,4,365,24,349,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001202",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,1,0.1715,3.6816,3.6816,173.3462,3.6816,217,214,1084,147,399,39,30,324,8.34,1297,1284,8,2,1,3,1,1,1,3,"bimodal",1081,376,5,1160,430,4,368,24,352,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001203",0.405372023582459,31.4780578613281,1,,16.7999992370605,"household-based offset",0,1,61,6.7319,20.069,20.069,161.0834,20.069,215,213,982,135,366,61,30,324,17.78,1290,1306,13,3,2,1,1,1,1,1,"bimodal",1058,377,5,1079,409,4,349,24,316,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"107300120302",0.413774818181992,31.2379608154297,1,,21.6000003814697,"household-based offset",0,1,1,1.8443,23.386,23.386,158.9835,23.386,216,213,1009,136,372,47,30,324,11.11,1286,1270,8,3,2,1,1,1,1,1,"bimodal",1042,370,5,1157,453,4,345,24,344,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001205",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,1,0.5614,4.438,4.438,172.0444,4.438,217,214,1080,146,397,60,30,324,15.48,1283,1272,13,2,1,3,1,1,1,3,"bimodal",1077,375,5,1156,431,4,366,24,350,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001206",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,1,0.5682,4.4289,4.4289,172.0522,4.4289,217,214,1080,146,397,60,30,324,15.48,1282,1272,13,2,1,3,1,1,1,3,"bimodal",1077,375,5,1156,431,4,366,24,350,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001207",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,1,0.8177,5.0277,5.0277,171.478,5.0277,216,213,1083,147,400,60,30,324,8.7,1295,1294,8,2,1,3,1,1,1,3,"bimodal",1075,374,5,1154,431,4,365,24,349,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001209",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,1,0.2651,3.6139,3.6139,172.9984,3.6139,216,213,1091,148,403,60,30,324,7.4,1287,1290,8,2,1,3,1,1,1,3,"bimodal",1080,376,5,1159,430,4,368,24,351,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001210",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,1,0.1837,3.5274,3.5274,173.0931,3.5274,216,213,1091,148,403,57,30,324,7.4,1286,1288,8,2,1,3,1,1,1,3,"bimodal",1080,376,5,1159,430,4,368,24,352,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"107300121003",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,2,0.223,3.7193,3.7193,172.814,3.7193,216,213,1080,146,397,60,30,324,7.33,1306,1281,8,2,1,3,1,1,1,3,"bimodal",1079,375,5,1158,431,4,367,24,351,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"107300121004",0.537967622280121,31.368236541748,2,,,"EA-based offset",0,1,2,0.2246,3.7357,3.7357,172.7935,3.7357,216,213,1080,146,397,60,30,324,7.33,1297,1279,8,2,1,3,1,1,1,3,"bimodal",1079,375,5,1158,431,4,367,24,351,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001601",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,19.9935,39.4119,30.0763,187.7969,47.8718,220,218,1071,147,370,60,30,314,8.52,1200,1203,8,3,2,2,1,1,1,2,"bimodal",1142,412,6,1190,474,5,360,25,307,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001602",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,20.0955,39.4659,29.9746,187.9064,47.9178,220,218,1075,148,370,60,30,314,5.89,1202,1197,8,3,2,2,1,1,1,2,"bimodal",1142,412,6,1191,475,5,360,25,308,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001603",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,20.0896,39.4958,29.9802,187.884,47.8626,220,218,1075,148,370,60,30,314,5.89,1196,1202,8,3,2,2,1,1,1,2,"bimodal",1142,412,6,1191,475,5,360,25,308,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001604",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,19.8752,39.4185,30.1951,187.6356,47.7085,220,218,1071,147,370,60,30,314,8.52,1196,1206,8,3,2,2,1,1,1,2,"bimodal",1142,412,6,1189,474,5,360,25,307,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001605",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,20.1417,39.2457,29.938,188.0703,48.3254,220,218,1075,148,370,60,30,314,5.89,1183,1194,8,3,2,2,1,1,1,2,"bimodal",1143,413,6,1191,476,5,360,25,308,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001606",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,20.9337,39.1813,28.9724,189.5114,49.871,221,219,1090,151,372,60,30,314,7.62,1188,1194,13,3,2,2,1,1,1,2,"bimodal",1145,414,6,1198,481,5,361,25,310,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001608",0.524179399013519,31.3594627380371,1,,50.0999984741211,"household-based offset",0,1,1,0.659,4.0393,4.0393,172.6953,4.0393,213,209,1102,150,408,57,30,324,19.28,1365,1349,13,2,1,3,1,1,1,3,"bimodal",1078,375,5,1159,432,4,368,24,351,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001609",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,20.13,39.4851,29.9401,187.943,47.9321,220,218,1075,148,370,60,30,314,5.89,1202,1197,8,3,2,2,1,1,1,2,"bimodal",1143,412,6,1191,475,5,360,25,308,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073001610",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,19.7973,39.3735,30.2733,187.5537,47.68,220,218,1071,147,370,60,30,314,8.52,1200,1206,8,3,2,2,1,1,1,2,"bimodal",1142,412,6,1189,474,5,360,25,307,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"107300161002",0.343906313180923,32.5416831970215,1,,89.3000030517578,"household-based offset",1,1,61,0.9852,3.5106,4.6959,174.7583,4.6959,216,218,1261,175,433,32,30,314,7.84,1174,1188,8,2,2,1,1,1,1,1,"bimodal",1147,465,5,1222,645,5,337,26,249,24,31.224,0.37743,105.8,118.2,24.58,0.3357,108,97,30.015,0.38049,246.7,304,24.16,0.3638,252,312
"1073001611",0.63070547580719,31.7877235412598,2,,,"EA-based offset",0,1,1,20.1646,39.5633,29.9052,187.951,47.8524,220,218,1075,148,370,60,30,314,5.89,1195,1202,8,3,2,2,1,1,1,2,"bimodal",1142,412,6,1191,475,5,360,25,308,24,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
"1073002002",0.487563967704773,31.8009243011475,2,,,"EA-based offset",0,1,1,0.0953,28.5129,49.2813,167.8016,49.2813,215,214,990,134,356,60,30,324,7.82,1250,1254,8,3,2,1,1,1,1,1,"bimodal",1097,389,4,1105,424,4,353,26,287,28,60.213,0.60268,79.4,142.7,66.03,0.6065,71,149,54.52,0.60186,237.5,326.2,53,0.6091,239,324
