"occ","y4_hhid","indidy4","ag01_01","ag01_02","ag01_03","ag01_04"
4,"8476-001",4,"**CONFIDENTIAL**",89,1,
5,"8476-001",5,"**CONFIDENTIAL**",18,1,
6,"8476-001",6,"**CONFIDENTIAL**",16,2,
1,"8486-001",1,"**CONFIDENTIAL**",39,1,"X"
2,"8486-001",2,"**CONFIDENTIAL**",34,2,"X"
3,"8486-001",3,"**CONFIDENTIAL**",16,1,
4,"8486-001",4,"**CONFIDENTIAL**",14,2,
5,"8486-001",5,"**CONFIDENTIAL**",11,2,
6,"8486-001",6,"**CONFIDENTIAL**",7,2,
7,"8486-001",7,"**CONFIDENTIAL**",5,2,
8,"8486-001",8,"**CONFIDENTIAL**",3,1,
9,"8486-001",9,"**CONFIDENTIAL**",1,1,
1,"8487-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"8487-001",2,"**CONFIDENTIAL**",35,2,"X"
3,"8487-001",3,"**CONFIDENTIAL**",19,2,
4,"8487-001",4,"**CONFIDENTIAL**",17,1,
5,"8487-001",5,"**CONFIDENTIAL**",15,2,
6,"8487-001",6,"**CONFIDENTIAL**",13,2,
7,"8487-001",7,"**CONFIDENTIAL**",10,1,
8,"8487-001",8,"**CONFIDENTIAL**",9,2,
9,"8487-001",9,"**CONFIDENTIAL**",7,1,
10,"8487-001",10,"**CONFIDENTIAL**",5,1,
11,"8487-001",11,"**CONFIDENTIAL**",4,1,
12,"8487-001",12,"**CONFIDENTIAL**",85,2,
13,"8487-001",13,"**CONFIDENTIAL**",18,2,
14,"8487-001",14,"**CONFIDENTIAL**",25,1,
15,"8487-001",15,"**CONFIDENTIAL**",60,2,
16,"8487-001",16,"**CONFIDENTIAL**",15,1,
17,"8487-001",17,"**CONFIDENTIAL**",9,1,
18,"8487-001",18,"**CONFIDENTIAL**",9,2,
1,"8488-001",1,"**CONFIDENTIAL**",68,2,
2,"8488-001",2,"**CONFIDENTIAL**",42,1,"X"
3,"8488-001",3,"**CONFIDENTIAL**",40,1,
1,"8489-001",1,"**CONFIDENTIAL**",28,1,
2,"8489-001",2,"**CONFIDENTIAL**",22,2,"X"
3,"8489-001",3,"**CONFIDENTIAL**",15,1,
4,"8489-001",4,"**CONFIDENTIAL**",10,1,
5,"8489-001",5,"**CONFIDENTIAL**",6,2,
6,"8489-001",6,"**CONFIDENTIAL**",3,2,
7,"8489-001",7,"**CONFIDENTIAL**",2,1,
8,"8489-001",8,"**CONFIDENTIAL**",0,2,
1,"8490-001",1,"**CONFIDENTIAL**",57,2,"X"
2,"8490-001",2,"**CONFIDENTIAL**",28,2,
3,"8490-001",3,"**CONFIDENTIAL**",19,1,
4,"8490-001",4,"**CONFIDENTIAL**",17,2,
5,"8490-001",5,"**CONFIDENTIAL**",14,1,
6,"8490-001",6,"**CONFIDENTIAL**",14,2,
7,"8490-001",7,"**CONFIDENTIAL**",36,2,
8,"8490-001",8,"**CONFIDENTIAL**",0,1,
1,"8491-001",1,"**CONFIDENTIAL**",35,1,
2,"8491-001",2,"**CONFIDENTIAL**",28,2,"X"
3,"8491-001",3,"**CONFIDENTIAL**",13,1,
4,"8491-001",4,"**CONFIDENTIAL**",11,1,
5,"8491-001",5,"**CONFIDENTIAL**",9,2,
6,"8491-001",6,"**CONFIDENTIAL**",7,1,
7,"8491-001",7,"**CONFIDENTIAL**",7,1,
8,"8491-001",8,"**CONFIDENTIAL**",3,1,
9,"8491-001",9,"**CONFIDENTIAL**",3,1,
1,"8492-001",1,"**CONFIDENTIAL**",40,1,
2,"8492-001",2,"**CONFIDENTIAL**",33,2,"X"
3,"8492-001",3,"**CONFIDENTIAL**",1,1,
4,"8492-001",4,"**CONFIDENTIAL**",22,1,
5,"8492-001",5,"**CONFIDENTIAL**",20,1,"X"
1,"8493-001",1,"**CONFIDENTIAL**",72,2,
2,"8493-001",2,"**CONFIDENTIAL**",34,1,
3,"8493-001",3,"**CONFIDENTIAL**",29,1,"X"
4,"8493-001",4,"**CONFIDENTIAL**",21,2,
5,"8493-001",5,"**CONFIDENTIAL**",53,2,
6,"8493-001",6,"**CONFIDENTIAL**",7,1,
7,"8493-001",7,"**CONFIDENTIAL**",5,2,
1,"8505-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"8505-001",2,"**CONFIDENTIAL**",23,2,
3,"8505-001",3,"**CONFIDENTIAL**",14,2,
4,"8505-001",4,"**CONFIDENTIAL**",10,1,
5,"8505-001",5,"**CONFIDENTIAL**",10,1,
6,"8505-001",6,"**CONFIDENTIAL**",9,2,
7,"8505-001",7,"**CONFIDENTIAL**",7,2,
8,"8505-001",8,"**CONFIDENTIAL**",9,1,
9,"8505-001",9,"**CONFIDENTIAL**",6,2,
10,"8505-001",10,"**CONFIDENTIAL**",5,1,
11,"8505-001",11,"**CONFIDENTIAL**",2,2,
12,"8505-001",12,"**CONFIDENTIAL**",2,2,
13,"8505-001",13,"**CONFIDENTIAL**",1,2,
1,"8506-001",1,"**CONFIDENTIAL**",37,1,"X"
2,"8506-001",2,"**CONFIDENTIAL**",30,2,"X"
3,"8506-001",3,"**CONFIDENTIAL**",27,2,"X"
4,"8506-001",4,"**CONFIDENTIAL**",11,1,
5,"8506-001",5,"**CONFIDENTIAL**",12,2,
6,"8506-001",6,"**CONFIDENTIAL**",3,1,
7,"8506-001",7,"**CONFIDENTIAL**",7,2,
8,"8506-001",8,"**CONFIDENTIAL**",2,2,
9,"8506-001",9,"**CONFIDENTIAL**",1,2,
10,"8506-001",10,"**CONFIDENTIAL**",4,2,
11,"8506-001",11,"**CONFIDENTIAL**",0,2,
1,"8507-001",1,"**CONFIDENTIAL**",54,2,
2,"8507-001",2,"**CONFIDENTIAL**",20,1,"X"
3,"8507-001",3,"**CONFIDENTIAL**",20,2,"X"
4,"8507-001",4,"**CONFIDENTIAL**",14,1,
5,"8507-001",5,"**CONFIDENTIAL**",6,1,
1,"8508-001",1,"**CONFIDENTIAL**",93,1,"X"
2,"8508-001",2,"**CONFIDENTIAL**",78,2,
3,"8508-001",3,"**CONFIDENTIAL**",28,1,"X"
4,"8508-001",4,"**CONFIDENTIAL**",25,1,"X"
5,"8508-001",5,"**CONFIDENTIAL**",19,1,
6,"8508-001",6,"**CONFIDENTIAL**",7,1,
7,"8508-001",7,"**CONFIDENTIAL**",12,2,
8,"8508-001",8,"**CONFIDENTIAL**",20,2,
9,"8508-001",9,"**CONFIDENTIAL**",1,1,
10,"8508-001",10,"**CONFIDENTIAL**",0,1,
11,"8508-001",11,"**CONFIDENTIAL**",21,2,
12,"8508-001",12,"**CONFIDENTIAL**",2,1,
13,"8508-001",13,"**CONFIDENTIAL**",1,2,
14,"8508-001",14,"**CONFIDENTIAL**",16,2,
15,"8508-001",15,"**CONFIDENTIAL**",11,2,
16,"8508-001",16,"**CONFIDENTIAL**",2,1,
1,"8509-001",1,"**CONFIDENTIAL**",54,2,"X"
2,"8509-001",2,"**CONFIDENTIAL**",26,1,
3,"8509-001",3,"**CONFIDENTIAL**",20,1,
4,"8509-001",4,"**CONFIDENTIAL**",17,1,
5,"8509-001",5,"**CONFIDENTIAL**",28,1,
6,"8509-001",6,"**CONFIDENTIAL**",20,2,
7,"8509-001",7,"**CONFIDENTIAL**",3,1,
8,"8509-001",8,"**CONFIDENTIAL**",0,1,
9,"8509-001",9,"**CONFIDENTIAL**",25,1,
10,"8509-001",10,"**CONFIDENTIAL**",17,2,
1,"8510-001",1,"**CONFIDENTIAL**",43,1,"X"
2,"8510-001",2,"**CONFIDENTIAL**",29,2,
3,"8510-001",3,"**CONFIDENTIAL**",16,1,
4,"8510-001",4,"**CONFIDENTIAL**",12,1,
5,"8510-001",5,"**CONFIDENTIAL**",10,1,
6,"8510-001",6,"**CONFIDENTIAL**",3,2,
7,"8510-001",7,"**CONFIDENTIAL**",2,2,
1,"8511-001",1,"**CONFIDENTIAL**",29,2,"X"
2,"8511-001",2,"**CONFIDENTIAL**",12,2,
3,"8511-001",3,"**CONFIDENTIAL**",9,2,
4,"8511-001",4,"**CONFIDENTIAL**",6,2,
5,"8511-001",5,"**CONFIDENTIAL**",4,2,
6,"8511-001",6,"**CONFIDENTIAL**",2,1,
7,"8511-001",7,"**CONFIDENTIAL**",0,1,
1,"8512-001",1,"**CONFIDENTIAL**",36,1,"X"
2,"8512-001",2,"**CONFIDENTIAL**",25,2,
3,"8512-001",3,"**CONFIDENTIAL**",6,2,
4,"8512-001",4,"**CONFIDENTIAL**",4,2,
5,"8512-001",5,"**CONFIDENTIAL**",0,1,
6,"8512-001",6,"**CONFIDENTIAL**",88,2,
7,"8512-001",7,"**CONFIDENTIAL**",20,1,
1,"8524-001",1,"**CONFIDENTIAL**",19,2,"X"
2,"8524-001",2,"**CONFIDENTIAL**",1,1,
1,"8525-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"8525-001",2,"**CONFIDENTIAL**",23,2,"X"
3,"8525-001",3,"**CONFIDENTIAL**",5,1,
4,"8525-001",4,"**CONFIDENTIAL**",3,1,
1,"8526-001",1,"**CONFIDENTIAL**",31,1,"X"
2,"8526-001",2,"**CONFIDENTIAL**",28,2,
3,"8526-001",3,"**CONFIDENTIAL**",9,1,
4,"8526-001",4,"**CONFIDENTIAL**",8,1,
5,"8526-001",5,"**CONFIDENTIAL**",6,2,
6,"8526-001",6,"**CONFIDENTIAL**",3,2,
7,"8526-001",7,"**CONFIDENTIAL**",1,2,
8,"8526-001",8,"**CONFIDENTIAL**",0,1,
1,"8527-001",1,"**CONFIDENTIAL**",30,2,"X"
2,"8527-001",2,"**CONFIDENTIAL**",12,2,
3,"8527-001",3,"**CONFIDENTIAL**",1,2,
1,"8528-001",1,"**CONFIDENTIAL**",42,1,
2,"8528-001",2,"**CONFIDENTIAL**",32,2,"X"
3,"8528-001",3,"**CONFIDENTIAL**",19,2,
4,"8528-001",4,"**CONFIDENTIAL**",16,2,
5,"8528-001",5,"**CONFIDENTIAL**",11,1,
6,"8528-001",6,"**CONFIDENTIAL**",9,2,
7,"8528-001",7,"**CONFIDENTIAL**",8,2,
8,"8528-001",8,"**CONFIDENTIAL**",5,1,
9,"8528-001",9,"**CONFIDENTIAL**",3,1,
10,"8528-001",10,"**CONFIDENTIAL**",18,2,
11,"8528-001",11,"**CONFIDENTIAL**",13,2,
1,"8529-001",1,"**CONFIDENTIAL**",63,1,"X"
2,"8529-001",2,"**CONFIDENTIAL**",55,2,
3,"8529-001",3,"**CONFIDENTIAL**",21,1,
4,"8529-001",4,"**CONFIDENTIAL**",15,1,
5,"8529-001",5,"**CONFIDENTIAL**",11,1,
6,"8529-001",6,"**CONFIDENTIAL**",9,1,
7,"8529-001",7,"**CONFIDENTIAL**",25,2,
8,"8529-001",8,"**CONFIDENTIAL**",13,2,
9,"8529-001",9,"**CONFIDENTIAL**",7,2,
10,"8529-001",10,"**CONFIDENTIAL**",5,2,
11,"8529-001",11,"**CONFIDENTIAL**",5,1,
12,"8529-001",12,"**CONFIDENTIAL**",4,1,
13,"8529-001",13,"**CONFIDENTIAL**",1,1,
1,"8530-001",1,"**CONFIDENTIAL**",32,2,"X"
2,"8530-001",2,"**CONFIDENTIAL**",5,2,
3,"8530-001",3,"**CONFIDENTIAL**",2,1,
4,"8530-001",4,"**CONFIDENTIAL**",0,1,
1,"8531-001",1,"**CONFIDENTIAL**",42,1,"X"
2,"8531-001",2,"**CONFIDENTIAL**",39,2,
3,"8531-001",3,"**CONFIDENTIAL**",20,1,
4,"8531-001",4,"**CONFIDENTIAL**",17,2,
5,"8531-001",5,"**CONFIDENTIAL**",13,1,
6,"8531-001",6,"**CONFIDENTIAL**",7,2,
7,"8531-001",7,"**CONFIDENTIAL**",2,2,
1,"8543-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"8543-001",2,"**CONFIDENTIAL**",35,2,"X"
3,"8543-001",3,"**CONFIDENTIAL**",12,2,
4,"8543-001",4,"**CONFIDENTIAL**",3,2,
5,"8543-001",5,"**CONFIDENTIAL**",24,1,
1,"8545-001",1,"**CONFIDENTIAL**",55,1,"X"
2,"8545-001",2,"**CONFIDENTIAL**",34,2,
3,"8545-001",3,"**CONFIDENTIAL**",20,1,
4,"8545-001",4,"**CONFIDENTIAL**",18,1,
5,"8545-001",5,"**CONFIDENTIAL**",14,1,
6,"8545-001",6,"**CONFIDENTIAL**",11,1,
1,"8546-001",1,"**CONFIDENTIAL**",37,1,"X"
2,"8546-001",2,"**CONFIDENTIAL**",41,2,
3,"8546-001",3,"**CONFIDENTIAL**",10,2,
4,"8546-001",4,"**CONFIDENTIAL**",9,2,
5,"8546-001",5,"**CONFIDENTIAL**",4,2,
6,"8546-001",6,"**CONFIDENTIAL**",2,2,
7,"8546-001",7,"**CONFIDENTIAL**",0,1,
1,"8547-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"8547-001",2,"**CONFIDENTIAL**",35,2,"X"
3,"8547-001",3,"**CONFIDENTIAL**",14,2,
4,"8547-001",4,"**CONFIDENTIAL**",12,2,
5,"8547-001",5,"**CONFIDENTIAL**",9,2,
6,"8547-001",6,"**CONFIDENTIAL**",7,1,
7,"8547-001",7,"**CONFIDENTIAL**",4,2,
8,"8547-001",8,"**CONFIDENTIAL**",1,2,
1,"8548-001",1,"**CONFIDENTIAL**",33,1,"X"
2,"8548-001",2,"**CONFIDENTIAL**",55,2,"X"
3,"8548-001",3,"**CONFIDENTIAL**",7,2,
1,"8549-001",1,"**CONFIDENTIAL**",50,1,"X"
2,"8549-001",2,"**CONFIDENTIAL**",38,2,
3,"8549-001",3,"**CONFIDENTIAL**",31,1,
4,"8549-001",4,"**CONFIDENTIAL**",24,2,
5,"8549-001",5,"**CONFIDENTIAL**",23,1,
6,"8549-001",6,"**CONFIDENTIAL**",21,2,
7,"8549-001",7,"**CONFIDENTIAL**",18,2,
8,"8549-001",8,"**CONFIDENTIAL**",16,2,
9,"8549-001",9,"**CONFIDENTIAL**",12,2,
10,"8549-001",10,"**CONFIDENTIAL**",10,1,
11,"8549-001",11,"**CONFIDENTIAL**",10,1,
12,"8549-001",12,"**CONFIDENTIAL**",6,1,
13,"8549-001",13,"**CONFIDENTIAL**",3,2,
14,"8549-001",14,"**CONFIDENTIAL**",0,2,
15,"8549-001",15,"**CONFIDENTIAL**",7,1,
16,"8549-001",16,"**CONFIDENTIAL**",6,2,
17,"8549-001",17,"**CONFIDENTIAL**",3,1,
18,"8549-001",18,"**CONFIDENTIAL**",0,2,
1,"8550-001",1,"**CONFIDENTIAL**",31,1,"X"
2,"8550-001",2,"**CONFIDENTIAL**",26,2,
3,"8550-001",3,"**CONFIDENTIAL**",7,1,
4,"8550-001",4,"**CONFIDENTIAL**",5,2,
5,"8550-001",5,"**CONFIDENTIAL**",3,2,
6,"8550-001",6,"**CONFIDENTIAL**",1,2,
1,"8562-001",1,"**CONFIDENTIAL**",37,1,"X"
2,"8562-001",2,"**CONFIDENTIAL**",34,2,
3,"8562-001",3,"**CONFIDENTIAL**",10,1,
4,"8562-001",4,"**CONFIDENTIAL**",7,1,
5,"8562-001",5,"**CONFIDENTIAL**",5,2,
6,"8562-001",6,"**CONFIDENTIAL**",2,1,
1,"8563-001",1,"**CONFIDENTIAL**",43,1,"X"
2,"8563-001",2,"**CONFIDENTIAL**",40,2,"X"
3,"8563-001",3,"**CONFIDENTIAL**",18,2,
4,"8563-001",4,"**CONFIDENTIAL**",15,1,
1,"8564-001",1,"**CONFIDENTIAL**",65,1,"X"
2,"8564-001",2,"**CONFIDENTIAL**",56,2,
3,"8564-001",3,"**CONFIDENTIAL**",29,1,
4,"8564-001",4,"**CONFIDENTIAL**",23,1,
5,"8564-001",5,"**CONFIDENTIAL**",16,2,
6,"8564-001",6,"**CONFIDENTIAL**",17,1,
7,"8564-001",7,"**CONFIDENTIAL**",14,2,
8,"8564-001",8,"**CONFIDENTIAL**",21,2,
9,"8564-001",9,"**CONFIDENTIAL**",5,1,
10,"8564-001",10,"**CONFIDENTIAL**",3,1,
11,"8564-001",11,"**CONFIDENTIAL**",0,2,
12,"8564-001",12,"**CONFIDENTIAL**",80,2,
1,"8565-001",1,"**CONFIDENTIAL**",51,2,"X"
2,"8565-001",2,"**CONFIDENTIAL**",73,1,"X"
1,"8566-001",1,"**CONFIDENTIAL**",43,2,"X"
2,"8566-001",2,"**CONFIDENTIAL**",19,1,
3,"8566-001",3,"**CONFIDENTIAL**",13,2,
1,"8567-001",1,"**CONFIDENTIAL**",59,1,
2,"8567-001",2,"**CONFIDENTIAL**",45,2,"X"
3,"8567-001",3,"**CONFIDENTIAL**",21,2,
4,"8567-001",4,"**CONFIDENTIAL**",17,2,
5,"8567-001",5,"**CONFIDENTIAL**",13,2,
6,"8567-001",6,"**CONFIDENTIAL**",10,1,
7,"8567-001",7,"**CONFIDENTIAL**",1,1,
1,"8568-001",1,"**CONFIDENTIAL**",39,1,
2,"8568-001",2,"**CONFIDENTIAL**",38,2,"X"
3,"8568-001",3,"**CONFIDENTIAL**",69,2,
4,"8568-001",4,"**CONFIDENTIAL**",14,2,
5,"8568-001",5,"**CONFIDENTIAL**",11,1,
6,"8568-001",6,"**CONFIDENTIAL**",8,2,
7,"8568-001",7,"**CONFIDENTIAL**",6,1,
8,"8568-001",8,"**CONFIDENTIAL**",2,2,
9,"8568-001",9,"**CONFIDENTIAL**",12,1,
10,"8568-001",10,"**CONFIDENTIAL**",6,2,
11,"8568-001",11,"**CONFIDENTIAL**",17,1,
1,"8569-001",1,"**CONFIDENTIAL**",61,2,
2,"8569-001",2,"**CONFIDENTIAL**",31,1,"X"
3,"8569-001",3,"**CONFIDENTIAL**",24,2,
4,"8569-001",4,"**CONFIDENTIAL**",6,2,
5,"8569-001",5,"**CONFIDENTIAL**",3,2,
6,"8569-001",6,"**CONFIDENTIAL**",2,2,
7,"8569-001",7,"**CONFIDENTIAL**",0,2,
1,"8581-001",1,"**CONFIDENTIAL**",37,1,"X"
2,"8581-001",2,"**CONFIDENTIAL**",33,2,
3,"8581-001",3,"**CONFIDENTIAL**",10,1,
4,"8581-001",4,"**CONFIDENTIAL**",6,2,
5,"8581-001",5,"**CONFIDENTIAL**",0,2,
1,"8582-001",1,"**CONFIDENTIAL**",47,2,"X"
2,"8582-001",2,"**CONFIDENTIAL**",26,1,
3,"8582-001",3,"**CONFIDENTIAL**",24,1,
4,"8582-001",4,"**CONFIDENTIAL**",7,2,
1,"8583-001",1,"**CONFIDENTIAL**",43,2,"X"
2,"8583-001",2,"**CONFIDENTIAL**",22,2,
3,"8583-001",3,"**CONFIDENTIAL**",18,1,
4,"8583-001",4,"**CONFIDENTIAL**",11,1,
5,"8583-001",5,"**CONFIDENTIAL**",80,2,
6,"8583-001",6,"**CONFIDENTIAL**",40,1,
7,"8583-001",7,"**CONFIDENTIAL**",9,1,
8,"8583-001",8,"**CONFIDENTIAL**",7,1,
9,"8583-001",9,"**CONFIDENTIAL**",1,2,
1,"8584-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"8584-001",2,"**CONFIDENTIAL**",31,2,"X"
3,"8584-001",3,"**CONFIDENTIAL**",12,1,
4,"8584-001",4,"**CONFIDENTIAL**",8,1,
5,"8584-001",5,"**CONFIDENTIAL**",6,1,
6,"8584-001",6,"**CONFIDENTIAL**",4,2,
7,"8584-001",7,"**CONFIDENTIAL**",0,2,
1,"8585-001",1,"**CONFIDENTIAL**",36,1,
2,"8585-001",2,"**CONFIDENTIAL**",37,2,"X"
3,"8585-001",3,"**CONFIDENTIAL**",6,2,
1,"8586-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"8586-001",2,"**CONFIDENTIAL**",35,2,
3,"8586-001",3,"**CONFIDENTIAL**",10,1,
4,"8586-001",4,"**CONFIDENTIAL**",8,1,
5,"8586-001",5,"**CONFIDENTIAL**",6,1,
6,"8586-001",6,"**CONFIDENTIAL**",2,1,
1,"8587-001",1,"**CONFIDENTIAL**",44,1,"X"
2,"8587-001",2,"**CONFIDENTIAL**",38,2,"X"
3,"8587-001",3,"**CONFIDENTIAL**",18,2,
4,"8587-001",4,"**CONFIDENTIAL**",13,2,
1,"8588-001",1,"**CONFIDENTIAL**",56,1,"X"
2,"8588-001",2,"**CONFIDENTIAL**",49,2,
3,"8588-001",3,"**CONFIDENTIAL**",29,1,
4,"8588-001",4,"**CONFIDENTIAL**",21,1,
5,"8588-001",5,"**CONFIDENTIAL**",24,2,
6,"8588-001",6,"**CONFIDENTIAL**",13,1,
7,"8588-001",7,"**CONFIDENTIAL**",20,2,
8,"8588-001",8,"**CONFIDENTIAL**",23,2,
9,"8588-001",9,"**CONFIDENTIAL**",5,1,
10,"8588-001",10,"**CONFIDENTIAL**",1,2,
11,"8588-001",11,"**CONFIDENTIAL**",2,1,
12,"8588-001",12,"**CONFIDENTIAL**",6,2,
1,"8600-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"8600-001",2,"**CONFIDENTIAL**",34,2,"X"
3,"8600-001",3,"**CONFIDENTIAL**",14,2,
4,"8600-001",4,"**CONFIDENTIAL**",11,1,
5,"8600-001",5,"**CONFIDENTIAL**",9,1,
6,"8600-001",6,"**CONFIDENTIAL**",7,2,
7,"8600-001",7,"**CONFIDENTIAL**",5,2,
8,"8600-001",8,"**CONFIDENTIAL**",3,2,
9,"8600-001",9,"**CONFIDENTIAL**",0,1,
1,"8601-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"8601-001",2,"**CONFIDENTIAL**",30,2,
3,"8601-001",3,"**CONFIDENTIAL**",16,2,
4,"8601-001",4,"**CONFIDENTIAL**",1,1,
1,"8602-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"8602-001",2,"**CONFIDENTIAL**",32,2,
3,"8602-001",3,"**CONFIDENTIAL**",7,1,
4,"8602-001",4,"**CONFIDENTIAL**",7,1,
5,"8602-001",5,"**CONFIDENTIAL**",5,1,
6,"8602-001",6,"**CONFIDENTIAL**",2,1,
7,"8602-001",7,"**CONFIDENTIAL**",0,2,
1,"8603-001",1,"**CONFIDENTIAL**",31,1,"X"
2,"8603-001",2,"**CONFIDENTIAL**",29,2,
3,"8603-001",3,"**CONFIDENTIAL**",9,2,
4,"8603-001",4,"**CONFIDENTIAL**",7,1,
5,"8603-001",5,"**CONFIDENTIAL**",3,1,
6,"8603-001",6,"**CONFIDENTIAL**",0,1,
1,"8604-001",1,"**CONFIDENTIAL**",28,1,"X"
2,"8604-001",2,"**CONFIDENTIAL**",24,2,"X"
3,"8604-001",3,"**CONFIDENTIAL**",14,2,
4,"8604-001",4,"**CONFIDENTIAL**",8,1,
5,"8604-001",5,"**CONFIDENTIAL**",5,2,
6,"8604-001",6,"**CONFIDENTIAL**",3,1,
1,"8605-001",1,"**CONFIDENTIAL**",50,2,"X"
2,"8605-001",2,"**CONFIDENTIAL**",30,2,
3,"8605-001",3,"**CONFIDENTIAL**",25,1,
4,"8605-001",4,"**CONFIDENTIAL**",19,2,
5,"8605-001",5,"**CONFIDENTIAL**",18,2,
6,"8605-001",6,"**CONFIDENTIAL**",16,2,
7,"8605-001",7,"**CONFIDENTIAL**",13,1,
8,"8605-001",8,"**CONFIDENTIAL**",22,2,"X"
9,"8605-001",9,"**CONFIDENTIAL**",9,2,
10,"8605-001",10,"**CONFIDENTIAL**",3,1,
11,"8605-001",11,"**CONFIDENTIAL**",2,2,
12,"8605-001",12,"**CONFIDENTIAL**",0,2,
13,"8605-001",13,"**CONFIDENTIAL**",4,1,
14,"8605-001",14,"**CONFIDENTIAL**",2,1,
1,"8619-001",1,"**CONFIDENTIAL**",46,1,"X"
2,"8619-001",2,"**CONFIDENTIAL**",40,2,"X"
3,"8619-001",3,"**CONFIDENTIAL**",20,2,
4,"8619-001",4,"**CONFIDENTIAL**",18,2,
5,"8619-001",5,"**CONFIDENTIAL**",16,2,
6,"8619-001",6,"**CONFIDENTIAL**",14,1,
7,"8619-001",7,"**CONFIDENTIAL**",11,2,
8,"8619-001",8,"**CONFIDENTIAL**",8,1,
9,"8619-001",9,"**CONFIDENTIAL**",6,1,
10,"8619-001",10,"**CONFIDENTIAL**",4,1,
11,"8619-001",11,"**CONFIDENTIAL**",2,2,
1,"8620-001",1,"**CONFIDENTIAL**",32,1,"X"
2,"8620-001",2,"**CONFIDENTIAL**",26,2,"X"
3,"8620-001",3,"**CONFIDENTIAL**",6,2,
4,"8620-001",4,"**CONFIDENTIAL**",4,1,
5,"8620-001",5,"**CONFIDENTIAL**",1,2,
1,"8621-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"8621-001",2,"**CONFIDENTIAL**",22,2,
3,"8621-001",3,"**CONFIDENTIAL**",3,2,
4,"8621-001",4,"**CONFIDENTIAL**",2,2,
5,"8621-001",5,"**CONFIDENTIAL**",0,1,
1,"8622-001",1,"**CONFIDENTIAL**",53,1,
2,"8622-001",2,"**CONFIDENTIAL**",45,2,"X"
3,"8622-001",3,"**CONFIDENTIAL**",15,2,
4,"8622-001",4,"**CONFIDENTIAL**",13,1,
5,"8622-001",5,"**CONFIDENTIAL**",11,1,
6,"8622-001",6,"**CONFIDENTIAL**",6,1,
7,"8622-001",7,"**CONFIDENTIAL**",4,2,
1,"8623-001",1,"**CONFIDENTIAL**",29,1,"X"
2,"8623-001",2,"**CONFIDENTIAL**",27,2,
3,"8623-001",3,"**CONFIDENTIAL**",3,2,
4,"8623-001",4,"**CONFIDENTIAL**",0,2,
5,"8623-001",5,"**CONFIDENTIAL**",13,2,
1,"8624-001",1,"**CONFIDENTIAL**",50,1,"X"
2,"8624-001",2,"**CONFIDENTIAL**",45,2,
3,"8624-001",3,"**CONFIDENTIAL**",29,2,
4,"8624-001",4,"**CONFIDENTIAL**",27,1,
5,"8624-001",5,"**CONFIDENTIAL**",25,1,
6,"8624-001",6,"**CONFIDENTIAL**",23,1,
7,"8624-001",7,"**CONFIDENTIAL**",21,2,
8,"8624-001",8,"**CONFIDENTIAL**",19,2,
9,"8624-001",9,"**CONFIDENTIAL**",15,2,
10,"8624-001",10,"**CONFIDENTIAL**",16,2,
11,"8624-001",11,"**CONFIDENTIAL**",12,2,
12,"8624-001",12,"**CONFIDENTIAL**",4,2,
13,"8624-001",13,"**CONFIDENTIAL**",2,1,
14,"8624-001",14,"**CONFIDENTIAL**",3,2,
15,"8624-001",15,"**CONFIDENTIAL**",1,2,
1,"8625-001",1,"**CONFIDENTIAL**",71,2,"X"
2,"8625-001",2,"**CONFIDENTIAL**",33,1,"X"
3,"8625-001",3,"**CONFIDENTIAL**",25,1,"X"
4,"8625-001",4,"**CONFIDENTIAL**",24,2,
5,"8625-001",5,"**CONFIDENTIAL**",1,2,
1,"8626-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"8626-001",2,"**CONFIDENTIAL**",37,2,
3,"8626-001",3,"**CONFIDENTIAL**",18,1,
4,"8626-001",4,"**CONFIDENTIAL**",15,1,
5,"8626-001",5,"**CONFIDENTIAL**",13,2,
6,"8626-001",6,"**CONFIDENTIAL**",9,1,
7,"8626-001",7,"**CONFIDENTIAL**",6,1,
8,"8626-001",8,"**CONFIDENTIAL**",3,1,
9,"8626-001",9,"**CONFIDENTIAL**",1,1,
10,"8626-001",10,"**CONFIDENTIAL**",19,1,
1,"8638-001",1,"**CONFIDENTIAL**",61,1,"X"
2,"8638-001",2,"**CONFIDENTIAL**",54,2,"X"
3,"8638-001",3,"**CONFIDENTIAL**",22,1,
4,"8638-001",4,"**CONFIDENTIAL**",12,1,
5,"8638-001",5,"**CONFIDENTIAL**",6,2,
1,"8639-001",1,"**CONFIDENTIAL**",55,1,"X"
2,"8639-001",2,"**CONFIDENTIAL**",52,2,
3,"8639-001",3,"**CONFIDENTIAL**",12,2,
4,"8639-001",4,"**CONFIDENTIAL**",3,2,
1,"8640-001",1,"**CONFIDENTIAL**",63,1,"X"
