"HHID","region","urban","regurb","stratum","comm","h1aq1","h1aq2b","h1aq3b","h1aq4b","day","month","year","interview_result","reason","hh_status","spitoff09_10","spitoff10_11","wgt10"
"1033000304",1,0,10,3,"1030003","KIBOGA","KIBOGA EAST","LWAMATA","KASEJJERE",25,10,2010,1,,1,0,0,3319.36767578125
"103300030402",1,0,10,3,"1030003","WAKISO","BUSIRO","MENDE","KALIITI",,7,2011,1,,3,0,1,5716.1318359375
"103300030403",1,0,10,3,"1030003","KIBOGA","KIBOGA EAST","LWAMATA","KASEJJERE",9,4,2011,1,,1,1,0,3116.15576171875
"1033000305",1,0,10,3,"1030003","MUBENDE","BUWEKULA","KIGANDO","KIGANDO",26,4,2011,1,,1,0,0,2035.49597167969
"1033000307",1,0,10,3,"1030003","KIBOGA","KIBOGA EAST","LWAMATA","KASEJJERE",25,10,2010,1,,1,0,0,1186.35131835938
"103300030702",1,0,10,3,"1030003","MITYANA","MITYANA","KALANGAALO","KALANGAALO",26,4,2011,1,,1,1,0,2671.79370117188
"1033000308",1,0,10,3,"1030003","KIBOGA","KIBOGA EAST","LWAMATA","KASEJJERE",9,4,2011,1,,1,0,0,1004.04010009766
"1033000310",1,0,10,3,"1030003","KIBOGA","KIBOGA EAST","LWAMATA","KASEJJERE",25,10,2010,1,,1,0,0,936.103942871094
"1033000504",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","NTWETWE TOWN COUNCIL","KISOJO WARD",21,3,2011,1,,1,0,0,1769.48327636719
"1033000505",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","NTWETWE TOWN COUNCIL","KISOJO WARD",20,3,2011,1,,1,0,0,973.703491210938
"1033000506",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","NTWETWE TOWN COUNCIL","KISOJO WARD",20,3,2011,1,,1,0,0,838.908569335938
"1033000507",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","NTWETWE TOWN COUNCIL","KISOJO WARD",20,3,2011,1,,1,0,0,408.821380615234
"1033000509",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","NTWETWE TOWN COUNCIL","KISOJO WARD",20,3,2011,1,,1,0,0,2624.61499023438
"1033000510",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","KYANKWANZI","KYANKWANZI",24,3,2011,1,,1,0,0,1039.85961914063
"1033000511",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","NTWETWE TOWN COUNCIL","KISOJO WARD",20,3,2011,1,,1,0,0,1317.91271972656
"103300051102",1,0,10,3,"1030005","KYANKWANZI","KIBOGA WEST","KITABONA","NTIBA",20,3,2011,1,,1,1,0,1245.36779785156
"1041000203",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",17,12,2010,1,,1,0,0,1287.80810546875
"1041000204",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",17,12,2010,1,,1,0,0,2773.55419921875
"1041000206",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",18,6,2011,1,,1,0,0,3468.42333984375
"104100020602",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",17,6,2011,1,,1,1,0,1824.85437011719
"1041000207",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",17,6,2011,1,,1,0,0,905.854614257813
"1041000209",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",16,12,2010,1,,1,0,0,957.67724609375
"1041000210",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",17,12,2010,1,,1,0,0,743.039794921875
"1041000211",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",23,6,2011,1,,1,0,0,4696.0947265625
"1041000213",1,1,11,2,"1040002","LUWEERO","KATIKAMU","WOBULENZI T/C","WOBULENZI CENTRAL WARD",16,12,2010,1,,1,0,0,2121.09545898438
"1043000401",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KALANAMU",3,12,2010,1,,1,0,0,5221.86962890625
"1043000402",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KALANAMU",2,12,2010,1,,1,0,0,902.833129882813
"1043000403",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KAMIRA",3,5,2011,1,,1,0,0,962.227844238281
"1043000406",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KALANAMU",2,12,2010,1,,1,0,0,1562.01806640625
"1043000407",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KALANAMU",2,12,2010,1,,1,0,0,817.147766113281
"1043000408",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","BUSIIKA",2,5,2011,1,,1,0,0,1253.12048339844
"1043000409",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KALANAMU",2,12,2010,1,,1,0,0,1375.0244140625
"104300040906",1,0,10,3,"1040004","MUKONO","NAKIFUMA","NAGOJJE","NAKIBANO",25,7,2011,1,,1,1,0,1608.72387695313
"104300040908",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KALANAMU",2,5,2011,1,,1,1,0,3332.70776367188
"1043000410",1,0,10,3,"1040004","LUWEERO","BAMUNANIKA","KALAGALA","KALANAMU",2,5,2011,1,,1,0,0,1154.18054199219
"1043000601",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,1684.60595703125
"1043000602",1,0,10,3,"1040006","NAKASEKE","NAKASEKE NORTH","KIWOKO TOWN COUNCIL","KIWOKO WARD",23,3,2011,1,,1,0,0,1169.10546875
"1043000603",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,1408.58410644531
"1043000604",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,1978.76477050781
"1043000605",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,915.383422851563
"1043000606",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,1899.23681640625
"1043000607",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,1169.10546875
"1043000609",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","NGALONKALU",13,9,2011,1,,1,0,0,1468.6787109375
"1043000610",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,1885.87841796875
"1043000611",1,0,10,3,"1040006","LUWEERO","BAMUNANIKA","ZIROBWE","KAKAKALA",22,3,2011,1,,1,0,0,2820.20385742188
"104300061103",1,0,10,3,"1040006","WAKISO","KYADONDO","NANSANA TOWN COUNCIL","NABWERU SOUTH WARD",21,9,2011,1,,1,1,0,4298.06396484375
"1043000802",1,0,10,3,"1040008","LUWEERO","KATIKAMU","LUWEERO  TOWN COUNCIL","KAVULE WARD",16,6,2011,1,,1,0,0,1351.62854003906
"1043000804",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",15,12,2010,1,,1,0,0,962.849853515625
"1043000805",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",15,12,2010,1,,1,0,0,976.779235839844
"1043000806",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",17,6,2011,1,,1,0,0,1359.35046386719
"1043000807",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",18,6,2011,1,,1,0,0,2476.64404296875
"104300080702",0,1,11,1,"1040008","KAMPALA","KCCA","NAKAWA","NTINDA",20,6,2011,1,,1,1,0,1805.283203125
"1043000808",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",18,6,2011,1,,1,0,0,920.103271484375
"1043000809",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",16,12,2010,1,,1,0,0,782.781311035156
"1043000810",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",16,12,2010,1,,1,0,0,1103.65270996094
"1043000811",1,0,10,3,"1040008","LUWEERO","KATIKAMU","KATIKAMU","MIGADDE",15,12,2010,1,,1,0,0,2403.037109375
"1051000104",1,1,11,2,"1050001","MASAKA","MASAKA MUNICIPALITY","KIMAANYA/KYABAKUZA","KIMAANYA",6,4,2011,1,,1,0,0,2975.06494140625
"1051000105",1,1,11,2,"1050001","MASAKA","MASAKA MUNICIPALITY","KIMAANYA/KYABAKUZA","KIMAANYA",3,4,2011,1,,1,0,0,2099.58325195313
"1051000106",1,1,11,2,"1050001","MASAKA","MASAKA MUNICIPALITY","KIMAANYA/KYABAKUZA","KIMAANYA",3,4,2011,1,,1,0,0,1067.55493164063
"1051000109",1,1,11,2,"1050001","MASAKA","MASAKA MUNICIPALITY","KIMAANYA/KYABAKUZA","KIMAANYA",3,4,2011,1,,1,0,0,1288.12976074219
"1051000110",1,1,11,2,"1050001","MASAKA","MASAKA MUNICIPALITY","KIMAANYA/KYABAKUZA","KIMAANYA",3,4,2011,1,,1,0,0,1153.67797851563
"1051000301",1,1,11,2,"1050003","KALUNGU","KALUNGU","KALUNGU","KALUNGU",6,2,2011,1,,1,0,0,2322.30126953125
"1051000305",1,1,11,2,"1050003","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",6,2,2011,1,,1,0,0,2626.7998046875
"1051000308",1,1,11,2,"1050003","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",6,2,2011,1,,1,0,0,1038.67724609375
"1051000309",1,1,11,2,"1050003","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",6,2,2011,1,,1,0,0,2072.94116210938
"1053000402",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",26,5,2011,1,,1,0,0,1228.69543457031
"1053000403",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",29,5,2011,1,,1,0,0,1372.60571289063
"1053000404",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",29,11,2010,1,,1,0,0,1323.12158203125
"1053000406",1,0,10,3,"1050004","MASAKA","BUKOTO","MUKUNGWE","KALAGALA",28,5,2011,1,,1,0,0,1883.18664550781
"105300040605",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",26,5,2011,1,,1,1,0,3119.08374023438
"105300040607",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BUTENGA","KABIGI",29,5,2011,1,,1,1,0,1559.09240722656
"1053000407",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",27,11,2010,1,,1,0,0,1079.83752441406
"1053000408",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",27,11,2010,1,,1,0,0,1891.54919433594
"1053000409",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",26,11,2010,1,,1,0,0,1136.27783203125
"1053000410",1,0,10,3,"1050004","BUKOMANSIMBI","BUKOMANSIMBI","BIGASA","MBIRIZI",26,11,2010,1,,1,0,0,1307.72192382813
"1053000801",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",9,8,2011,1,,1,0,0,2406.22485351563
"1053000802",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",9,2,2011,1,,1,0,0,1588.33435058594
"105300080208",1,0,10,3,"1050008","KALUNGU","KALUNGU","BUKULULA","MUKOKO",6,8,2011,1,,1,1,0,1891.52172851563
"1053000804",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",9,8,2011,1,,1,0,0,1361.11547851563
"1053000805",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",10,2,2011,1,,1,0,0,873.247741699219
"1053000806",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",9,2,2011,1,,1,0,0,1025.83996582031
"1053000807",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",10,2,2011,1,,1,0,0,1402.73034667969
"1053000808",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",9,8,2011,1,,1,0,0,3103.63842773438
"105300080804",0,1,11,1,"1050008","KAMPALA","KCCA","RUBAGA DIVISION","KABOWA",9,12,2010,1,,1,1,0,3985.5439453125
"1053000809",1,0,10,3,"1050008","BUKOMANSIMBI","BUKOMANSIMBI","KIBINGE","KIRYASAAKA",9,2,2011,1,,1,0,0,1075.24621582031
"1053001202",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",11,12,2010,1,,1,0,0,891.60400390625
"1053001203",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",11,12,2010,1,,1,0,0,959.751403808594
"1053001204",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",10,12,2010,1,,1,0,0,815.405578613281
"1053001205",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",10,6,2011,1,,1,0,0,891.60400390625
"1053001206",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",11,6,2011,1,,1,0,0,815.405578613281
"1053001207",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",10,6,2011,1,,1,0,0,1564.34423828125
"1053001208",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",11,6,2011,1,,1,0,0,852.020446777344
"1053001209",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",14,12,2010,1,,1,0,0,1433.23681640625
"1053001210",1,0,10,3,"1050012","LWENGO","LWENGO","KISEKKA","NAKALEMBE",10,12,2010,1,,1,0,0,1630.81115722656
"1053001503",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",30,3,2011,1,,1,0,0,1417.63073730469
"1053001505",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",30,3,2011,1,,1,0,0,796.368408203125
"1053001507",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",30,3,2011,1,,1,0,0,741.4189453125
"1053001508",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",30,3,2011,1,,1,0,0,714.353210449219
"1053001509",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",31,3,2011,1,,1,0,0,770.056762695313
"1053001510",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",30,3,2011,1,,1,0,0,805.746398925781
"1053001512",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",31,3,2011,1,,1,0,0,1551.5625
"1053001513",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",30,3,2011,1,,1,0,0,2627.84423828125
"105300151301",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",31,3,2011,1,,1,1,0,2627.84423828125
"105300151303",1,0,10,3,"1050015","LWENGO","LWENGO","KYAZANGA","KAKOMA",30,3,2011,1,,1,1,0,3378.09790039063
"1053001902",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",24,7,2011,1,,1,0,0,1129.62475585938
"1053001903",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",24,1,2011,1,,1,0,0,1903.90344238281
"1053001904",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",24,1,2011,1,,1,0,0,1056.9609375
"1053001905",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",23,7,2011,1,,1,0,0,1204.837890625
"1053001906",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",24,7,2011,1,,1,0,0,1071.94995117188
"1053001907",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",23,1,2011,1,,1,0,0,917.754821777344
"1053001908",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",23,1,2011,1,,1,0,0,926.59033203125
"1053001909",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",23,1,2011,1,,1,0,0,1875.00366210938
"1053001910",1,0,10,3,"1050019","LWENGO","LWENGO","NDAGWE","MPUMUDDE",23,7,2011,1,,1,0,0,969.210815429688
"1053002301",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",15,10,2010,1,,1,0,0,959.733581542969
"1053002302",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",15,10,2010,1,,1,0,0,650.161376953125
"1053002303",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",16,10,2010,1,,1,0,0,1267.36047363281
"1053002304",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",17,10,2010,1,,1,0,0,1465.50354003906
"1053002305",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","KYESIIGA",15,10,2010,1,,1,0,0,1887.84826660156
"1053002306",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",15,10,2010,1,,1,0,0,1118.97058105469
"1053002307",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",15,10,2010,1,,1,0,0,876.189147949219
"1053002308",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",16,10,2010,1,,1,0,0,1300.32275390625
"1053002309",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",15,10,2010,1,,1,0,0,1497.55737304688
"1053002310",1,0,10,3,"1050023","MASAKA","BUKOTO","KYANAMUKAKA","BUGERE",16,10,2010,1,,1,0,0,2109.06860351563
"1053002602",1,0,10,3,"1050026","MASAKA","BUKOTO","MUKUNGWE","MATANGA",5,8,2011,1,,1,0,0,1098.49694824219
"1053002603",1,0,10,3,"1050026","MASAKA","BUKOTO","MUKUNGWE","MATANGA",8,8,2011,1,,1,0,0,1902.357421875
"1053002605",1,0,10,3,"1050026","MASAKA","BUKOTO","MUKUNGWE","MATANGA",7,2,2011,1,,1,0,0,1224.31359863281
"1053002606",1,0,10,3,"1050026","MASAKA","BUKOTO","MUKUNGWE","MATANGA",7,2,2011,1,,1,0,0,1269.06311035156
"105300260602",1,0,10,3,"1050026","MASAKA","MASAKA MUNICIPALITY","KATWE/BUTEGO","BUTEGO",8,8,2011,1,,1,1,0,5716.1318359375
"1053002607",1,0,10,3,"1050026","MASAKA","BUKOTO","MUKUNGWE","MATANGA",5,2,2011,1,,1,0,0,1764.1572265625
"1053002608",1,0,10,3,"1050026","MASAKA","BUKOTO","MUKUNGWE","MATANGA",5,2,2011,1,,1,0,0,1834.97302246094
"105300260802",1,0,10,3,"1050026","MASAKA","MASAKA MUNICIPALITY","NYENDO/SENYANGE","SENYANGE",26,8,2011,1,,1,1,0,5716.1318359375
"1053002610",1,0,10,3,"1050026","MASAKA","BUKOTO","MUKUNGWE","MATANGA",5,2,2011,1,,1,0,0,889.899719238281
"1053003001",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",25,5,2011,1,,1,0,0,2389.39819335938
"1053003002",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",24,11,2010,1,,1,0,0,1671.81591796875
"1053003003",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",24,11,2010,1,,1,0,0,1658.85571289063
"1053003004",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",25,5,2011,1,,1,0,0,962.699523925781
"1053003005",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",24,5,2011,1,,1,0,0,1393.18005371094
"105300300504",1,0,10,3,"1050030","MASAKA","MASAKA MUNICIPALITY","KATWE/BUTEGO","KATWE",28,5,2011,1,,1,1,0,3227.59326171875
"1053003006",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",25,11,2010,1,,1,0,0,971.235412597656
"1053003008",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",25,11,2010,1,,1,0,0,992.133056640625
"1053003009",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",24,5,2011,1,,1,0,0,901.090148925781
"1053003010",1,0,10,3,"1050030","KALUNGU","KALUNGU","LWABENGE","BWESA",24,11,2010,1,,1,0,0,1686.63940429688
"1053003303",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",4,4,2011,1,,1,0,0,976.666015625
"1053003304",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",4,4,2011,1,,1,0,0,923.815734863281
"1053003305",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",4,4,2011,1,,1,0,0,1989.62341308594
"1053003306",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",5,4,2011,1,,1,0,0,2008.77624511719
"1053003307",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",4,9,2011,1,,1,0,0,1305.77014160156
"105300330702",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KASANJE",21,9,2011,1,,1,1,0,1970.01403808594
"1053003309",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",4,9,2011,1,,1,0,0,1089.66687011719
"1053003310",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",4,9,2011,1,,1,0,0,1100.15734863281
"1053003312",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",4,9,2011,1,,1,0,0,2878.41284179688
"105300331202",1,0,10,3,"1050033","KALUNGU","KALUNGU","KALUNGU","KITAMBA",5,9,2011,1,,1,1,0,1344.89880371094
"1063000301",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",12,12,2010,1,,1,0,0,817.562805175781
"1063000302",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",11,12,2010,1,,1,0,0,1705.75158691406
"1063000304",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",11,12,2010,1,,1,0,0,808.047302246094
"1063000305",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",11,12,2010,1,,1,0,0,1869.62097167969
"106300030511",1,0,10,3,"1060003","MPIGI","MAWOKOTA","NKOZI","BUSESE",21,1,2011,1,,1,1,0,3917.00073242188
"106300030514",1,0,10,3,"1060003","GOMBA","GOMBA","MADDU","KIGEZI",10,12,2010,1,,3,0,1,5716.1318359375
"1063000307",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",10,6,2011,1,,1,0,0,2049.27026367188
"1063000308",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",11,6,2011,1,,1,0,0,1801.38879394531
"1063000310",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",11,6,2011,1,,1,0,0,787.158264160156
"1063000311",1,0,10,3,"1060003","GOMBA","GOMBA","KABULASOKE","KALWANGA",11,6,2011,1,,1,0,0,925.248046875
"1063000501",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",28,4,2011,1,,1,0,0,5716.1318359375
"1063000502",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",28,10,2010,1,,1,0,0,654.450622558594
"1063000503",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",29,10,2010,1,,1,0,0,1343.63598632813
"1063000504",1,0,10,3,"1060005","MPIGI","MAWOKOTA","KITUNTU","KAGENDA",,,,2,99,1,0,0,887.405334472656
"1063000505",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",29,10,2010,1,,1,0,0,1295.38452148438
"1063000506",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",,,,2,13,1,0,0,2426.29370117188
"106300050604",1,0,10,3,"1060005","GOMBA","GOMBA","KABULASOKE","BUTITI",12,6,2011,1,,1,1,0,1831.53918457031
"1063000508",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",28,10,2010,1,,1,0,0,637.860778808594
"1063000509",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",29,4,2011,1,,1,0,0,702.719665527344
"1063000510",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",29,4,2011,1,,1,0,0,1299.76831054688
"106300051003",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",28,4,2011,1,,1,1,0,2720.30712890625
"106300051004",1,0,10,3,"1060005","WAKISO","BUSIRO","KASANJE","JUNGO",1,5,2011,1,,1,1,0,1475.71130371094
"106300051007",1,0,10,3,"1060005","WAKISO","BUSIRO","KASANJE","JUNGO",1,5,2011,1,,1,1,0,1360.15356445313
"106300051008",1,0,10,3,"1060005","MPIGI","MAWOKOTA","BUWAMA","BULUNDA",30,4,2011,1,,1,1,0,2779.208984375
"1063000511",1,0,10,3,"1060005","GOMBA","GOMBA","MADDU","KIGEZI",28,4,2011,1,,1,0,0,654.450622558594
"1063000701",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",20,1,2011,1,,1,0,0,1594.38000488281
"1063000702",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",19,1,2011,1,,1,0,0,836.097412109375
"1063000703",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",19,1,2011,1,,1,0,0,1049.36926269531
"1063000704",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",19,1,2011,1,,1,0,0,1598.66088867188
"1063000705",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",20,1,2011,1,,1,0,0,1214.40698242188
"1063000706",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","BONGOLE",20,7,2011,1,,1,0,0,883.889343261719
"1063000707",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",20,7,2011,1,,1,0,0,1049.36926269531
"1063000709",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",19,7,2011,1,,1,0,0,1415.89880371094
"1063000710",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",19,7,2011,1,,1,0,0,1528.0625
"1063000711",1,0,10,3,"1060007","MPIGI","MAWOKOTA","BUWAMA","NABITETE",18,7,2011,1,,1,0,0,829.615783691406
