"HHID","region","urban","regurb","stratum","comm","h1aq1","h1aq2b","h1aq3b","h1aq4b","day","month","year","interview_result","reason","hh_status","spitoff09_10","spitoff10_11","wgt10"
"2233001402",2,0,20,4,"2230014","MANAFWA","BUBULO","NAMBOKO","BUMUKULUMA",25,5,2011,1,,1,0,0,1582.22265625
"2233001403",2,0,20,4,"2230014","MANAFWA","BUBULO","NAMBOKO","BUMUKULUMA",25,5,2011,1,,1,0,0,1703.81774902344
"2233001404",2,0,20,4,"2230014","MANAFWA","BUBULO","NAMBOKO","BUMUKULUMA",24,11,2010,1,,1,0,0,2451.86157226563
"2233001406",2,0,20,4,"2230014","MANAFWA","BUBULO","NAMBOKO","BUMUKULUMA",24,11,2010,1,,1,0,0,3768.4873046875
"2233001407",2,0,20,4,"2230014","MANAFWA","BUBULO","NAMBOKO","BUMUKULUMA",24,11,2010,1,,1,0,0,1608.72290039063
"2233001408",2,0,20,4,"2230014","MANAFWA","BUBULO","NAMBOKO","BUMUKULUMA",25,11,2010,1,,1,0,0,3409.5947265625
"2233001410",2,0,20,4,"2230014","MANAFWA","BUBULO","NAMBOKO","BUMUKULUMA",24,11,2010,1,,1,0,0,1582.22265625
"2233001802",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,2,2011,1,,1,0,0,2359.57592773438
"2233001803",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,2,2011,1,,1,0,0,2586.509765625
"2233001804",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,8,2011,1,,1,0,0,2320.70703125
"2233001805",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",12,2,2011,1,,1,0,0,3042.39672851563
"2233001806",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,2,2011,1,,1,0,0,1507.82897949219
"2233001807",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,8,2011,1,,1,0,0,2672.32641601563
"223300180704",2,0,20,4,"2230018","MANAFWA","BUBULO","BUBUTU","BUMUSOMI",4,9,2011,1,,1,1,0,1494.22265625
"2233001808",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",12,2,2011,1,,1,0,0,6121.35595703125
"223300180803",2,0,20,4,"2230018","TORORO","TORORO","MALABA T/C","AMAGORO WARD",15,8,2011,1,,1,1,0,4456.6572265625
"2233001809",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,8,2011,1,,1,0,0,2035.87268066406
"2233001810",2,0,20,4,"2230018","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,8,2011,1,,1,0,0,1521.19836425781
"2233002201",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,6,2011,1,,1,0,0,1366.46105957031
"2233002202",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,12,2010,1,,1,0,0,1630.00500488281
"2233002203",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",12,6,2011,1,,1,0,0,1378.57702636719
"2233002204",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,12,2010,1,,1,0,0,1586.57934570313
"2233002205",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,6,2011,1,,1,0,0,1366.46105957031
"2233002206",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,6,2011,1,,1,0,0,2008.3935546875
"2233002207",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",12,12,2010,1,,1,0,0,1460.90686035156
"2233002208",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,12,2010,1,,1,0,0,2892.95336914063
"2233002209",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",12,6,2011,1,,1,0,0,2892.95336914063
"2233002210",2,0,20,4,"2230022","MANAFWA","BUBULO","MAGALE","BUKIBETI",11,12,2010,1,,1,0,0,2466.01611328125
"2233002601",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,3,2011,1,,1,0,0,1721.36376953125
"2233002602",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,9,2011,1,,1,0,0,4252.65673828125
"2233002603",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,3,2011,1,,1,0,0,1805.01257324219
"2233002604",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,9,2011,1,,1,0,0,1853.65173339844
"2233002605",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,3,2011,1,,1,0,0,3322.26220703125
"2233002607",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,3,2011,1,,1,0,0,2927.87817382813
"2233002608",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,3,2011,1,,1,0,0,2016.17602539063
"2233002609",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",30,9,2011,1,,1,0,0,1784.98974609375
"2233002610",2,0,20,4,"2230026","MANAFWA","BUBULO","MAGALE","MAGALE TOWN BOARD",29,3,2011,1,,1,0,0,2992.59350585938
"2233002901",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",23,7,2011,1,,1,0,0,3006.20483398438
"2233002902",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",23,7,2011,1,,1,0,0,1305.13745117188
"2233002903",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",24,1,2011,1,,1,0,0,2688.89599609375
"2233002904",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",23,1,2011,1,,1,0,0,2150.36889648438
"2233002905",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",23,1,2011,1,,1,0,0,1365.0244140625
"2233002906",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",24,1,2011,1,,1,0,0,1750.49755859375
"2233002907",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",25,7,2011,1,,1,0,0,8736.7265625
"2233002908",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",23,1,2011,1,,1,0,0,2129.8642578125
"2233002909",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",23,7,2011,1,,1,0,0,1533.96154785156
"2233002910",2,0,20,4,"2230029","MANAFWA","BUBULO","MAGALE","BUSIMAOLYA",23,7,2011,1,,1,0,0,1844.35705566406
"2243001302",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",22,7,2011,1,,1,0,0,1596.79663085938
"2243001303",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",22,1,2011,1,,1,0,0,2720.77221679688
"2243001304",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",22,1,2011,1,,1,0,0,1975.05017089844
"2243001305",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",23,1,2011,1,,1,0,0,1548.49621582031
"2243001306",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",22,1,2011,1,,1,0,0,3278.3427734375
"2243001307",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",23,7,2011,1,,1,0,0,1748.31127929688
"2243001308",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",22,7,2011,1,,1,0,0,2919.33935546875
"2243001309",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",22,1,2011,1,,1,0,0,1533.73059082031
"2243001310",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",22,7,2011,1,,1,0,0,3058.12060546875
"224300131003",2,0,20,4,"2240013","NAMUTUMBA","BUSIKI","IVUKULA","MPANDE (KISEWUZI)",23,7,2011,1,,1,1,0,2889.78515625
"224300131004",1,0,10,3,"2240013","WAKISO","KYADONDO","KIRA TOWN COUNCIL","BWEYOGERERE WARD",13,8,2011,1,,1,1,0,5716.1318359375
"224300131006",2,0,20,4,"2240013","IGANGA","BUGWERI","BUSEMBATIA TOWN COUNCIL","BUSEMBATIA MARKET WARD",31,9,2011,1,,1,1,0,7502.828125
"2302300050203",3,0,30,5,"3020005","LIRA","ERUTE","AROMO","ACUTKUMU",29,4,2011,1,,3,0,1,8586.0888671875
"2302300051007",3,0,30,5,"3020005","LIRA","ERUTE","AROMO","APUCE",29,4,2011,1,,3,0,1,8586.0888671875
"2302300080102",3,0,30,5,"3020008",,,,,29,5,2011,1,,3,0,1,8586.0888671875
"2302300080104",3,0,30,5,"3020008","OYAM","OYAM","OTWAL","ACOKARA",18,6,2011,1,,3,0,1,8586.0888671875
"2302300080110",3,0,30,5,"3020008","KOLE","KOLE","ALITO","ADELOGO",30,5,2011,1,,3,0,1,8586.0888671875
"2302300080111",3,0,30,5,"3020008","KOLE","KOLE","ALITO","ADELOGO",30,5,2011,1,,3,0,1,8586.0888671875
"2302300100406",0,1,11,1,"3020010","KAMPALA","KCCA","NAKAWA","MBUYA 1",24,7,2011,1,,3,0,1,6022.107421875
"2302300160108",3,0,30,5,"3020016","APAC","KWANIA","NAMBIESO","AORNGA",5,4,2011,1,,3,0,1,8586.0888671875
"2302300351202",3,0,30,5,"3020035",,,,,25,7,2011,1,,3,0,1,8586.0888671875
"2302300351204",3,0,30,5,"3020035",,,,,25,7,2011,1,,3,0,1,8586.0888671875
"2307300170803",3,0,30,5,"3070017",,,,,22,7,2011,1,,3,0,1,8586.0888671875
"2307300220102",3,0,30,5,"3070022",,,,,26,5,2011,1,,3,0,1,8586.0888671875
"2309300020710",3,0,30,5,"3090002",,,,,17,6,2011,1,,3,0,1,8586.0888671875
"2321300210606",3,1,31,2,"3210021","OYAM","OYAM","MINAKULU","ATEGO",17,7,2011,1,,3,0,1,7746.71240234375
"2321300280802",3,1,31,2,"3210028",,,,,16,4,2011,1,,3,0,1,7746.71240234375
"3013000301",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",17,1,2011,1,,1,0,0,931.051513671875
"3013000302",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",17,1,2011,1,,1,0,0,724.144653320313
"3013000303",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","PAKELE","PERECI",18,7,2011,1,,1,0,0,853.958312988281
"3013000304",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",18,1,2011,1,,1,0,0,1225.7705078125
"3013000305",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",17,1,2011,1,,1,0,0,882.8193359375
"3013000306",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",18,1,2011,1,,1,0,0,1901.3291015625
"3013000308",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",17,7,2011,1,,1,0,0,2054.54833984375
"3013000309",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",18,7,2011,1,,1,0,0,1359.08068847656
"3013000310",3,0,30,5,"3010003","ADJUMANI","EAST MOYO","DZAIPI","MGBERE",17,7,2011,1,,1,0,0,684.849487304688
"3021000201",3,1,31,2,"3020002","KOLE","KOLE","BALLA","OMOLADYANG",16,12,2010,1,,1,0,0,564.488647460938
"3021000203",3,1,31,2,"3020002","APAC","MARUZI","APAC TOWN COUNCIL","WESTERN WARD",18,12,2010,1,,1,0,0,1921.69616699219
"3021000205",3,1,31,2,"3020002","APAC","MARUZI","APAC TOWN COUNCIL","WESTERN WARD",19,12,2010,1,,1,0,0,504.242980957031
"3021000207",3,1,31,2,"3020002","APAC","MARUZI","APAC TOWN COUNCIL","WESTERN WARD",18,12,2010,1,,1,0,0,1195.08666992188
"3021000210",3,1,31,2,"3020002","APAC","MARUZI","CHEGERE","ILEE",18,12,2010,1,,1,0,0,822.380981445313
"3021000211",3,1,31,2,"3020002","APAC","MARUZI","APAC TOWN COUNCIL","EASTERN WARD",18,12,2010,1,,1,0,0,1338.84716796875
"3021000212",3,1,31,2,"3020002","APAC","MARUZI","APAC","ATIK",18,12,2010,1,,1,0,0,1063.47021484375
"3021000213",3,1,31,2,"3020002","APAC","MARUZI","APAC TOWN COUNCIL","WESTERN WARD",18,12,2010,1,,1,0,0,610.400451660156
"3023000301",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",29,10,2010,1,,1,0,0,1532.12939453125
"3023000302",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",28,10,2010,1,,1,0,0,3420.49853515625
"3023000303",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",29,10,2010,1,,1,0,0,2215.15673828125
"302300030303",3,0,30,5,"3020003","LIRA","ERUTE","AROMO","APUCE",29,4,2011,1,,1,1,0,4955.35693359375
"302300030307",3,0,30,5,"3020003","APAC","MARUZI","APAC","AKERE",31,5,2011,1,,1,1,0,5167.14599609375
"3023000304",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",28,10,2010,1,,1,0,0,4482.484375
"302300030403",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",28,4,2011,1,,1,1,0,7170.23291015625
"302300030404",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",27,4,2011,1,,1,1,0,6505.44384765625
"3023000305",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",30,10,2010,1,,1,0,0,1275.29895019531
"3023000306",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",29,5,2011,1,,1,0,0,2693.60327148438
"3023000307",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",27,4,2011,1,,1,0,0,1482.87780761719
"3023000308",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",27,5,2011,1,,1,0,0,1444.54357910156
"3023000309",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",30,4,2011,1,,1,0,0,2745.58276367188
"3023000310",3,0,30,5,"3020003","KOLE","KOLE","ABOKE","APACH",28,4,2011,1,,1,0,0,1659.51123046875
"3023000501",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",27,8,2011,1,,1,0,0,1017.83416748047
"3023000502",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",13,2,2011,1,,1,0,0,2241.36987304688
"302300050202",3,0,30,5,"3020005","LIRA","ERUTE","OGUR","OKWALOAMARA",14,8,2011,1,,1,1,0,4234.765625
"302300050205",3,0,30,5,"3020005","LIRA","ERUTE","AROMO","ACUTKUMU",27,8,2011,1,,1,1,0,6320.09716796875
"3023000503",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",13,2,2011,1,,1,0,0,2113.50219726563
"3023000504",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",14,2,2011,1,,1,0,0,1130.60913085938
"3023000505",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",13,2,2011,1,,1,0,0,1017.83416748047
"3023000506",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",13,8,2011,1,,1,0,0,1241.40893554688
"3023000507",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",13,8,2011,1,,1,0,0,1056.75109863281
"3023000508",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",13,8,2011,1,,1,0,0,1130.60913085938
"3023000509",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",13,8,2011,1,,1,0,0,2148.90063476563
"3023000510",3,0,30,5,"3020005","KOLE","KOLE","ALITO","ADEL-LOGO",14,8,2011,1,,1,0,0,2005.65234375
"302300051003",3,0,30,5,"3020005","LIRA","ERUTE","LIRA","OMITO",13,8,2011,1,,1,1,0,4310.3994140625
"302300051004",3,0,30,5,"3020005","LIRA","LIRA MUNICIPALITY","ADYEL","KIROMBE",13,8,2011,1,,1,1,0,2293.28540039063
"3023000801",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",26,5,2011,1,,1,0,0,2906.05200195313
"302300080103",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",26,5,2011,1,,1,1,0,3180.60327148438
"3023000802",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",26,11,2010,1,,1,0,0,2864.98852539063
"3023000803",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",26,11,2010,1,,1,0,0,1106.96667480469
"3023000806",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",29,11,2010,1,,1,0,0,1432.49426269531
"3023000807",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",29,5,2011,1,,1,0,0,1060.20104980469
"3023000808",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",26,5,2011,1,,1,0,0,2251.01391601563
"3023000809",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",26,5,2011,1,,1,0,0,1079.89892578125
"3023000811",3,0,30,5,"3020008","KOLE","KOLE","ALITO","AYALA-OYA",29,5,2011,1,,1,0,0,2044.44958496094
"3023001002",3,0,30,5,"3020010","KOLE","KOLE","BALLA","AMOILELA",4,4,2011,1,,1,0,0,2972.06860351563
"3023001004",3,0,30,5,"3020010","KOLE","KOLE","BALLA","AMOILELA",4,9,2011,1,,1,0,0,765.37353515625
"302300100401",3,0,30,5,"3020010","APAC","KWANIA","INOMO","AGWICIRI",1,5,2011,1,,3,0,1,8586.0888671875
"3023001006",3,0,30,5,"3020010","KOLE","KOLE","BALLA","AMOILELA",4,4,2011,1,,1,0,0,1865.09204101563
"3023001007",3,0,30,5,"3020010","KOLE","KOLE","BALLA","AMOILELA",4,4,2011,1,,1,0,0,3374.34741210938
"3023001008",3,0,30,5,"3020010","KOLE","KOLE","BALLA","AMOILELA",5,9,2011,1,,1,0,0,1636.17822265625
"3023001009",3,0,30,5,"3020010","KOLE","KOLE","BALLA","AMOILELA",4,9,2011,1,,1,0,0,1543.43347167969
"3023001304",3,0,30,5,"3020013","APAC","KWANIA","ADUKU TOWN COUNCIL","IKWERA WARD",19,12,2010,1,,1,0,0,1436.32275390625
"3023001305",3,0,30,5,"3020013","APAC","KWANIA","ADUKU TOWN COUNCIL","IKWERA WARD",17,12,2010,1,,1,0,0,3717.4091796875
"3023001306",3,0,30,5,"3020013","APAC","KWANIA","ADUKU TOWN COUNCIL","IKWERA WARD",17,12,2010,1,,1,0,0,1096.30822753906
"3023001307",3,0,30,5,"3020013","APAC","KWANIA","CAWENTE","ACENLWORO",17,12,2010,1,,1,0,0,1810.65478515625
"3023001310",3,0,30,5,"3020013","KOLE","KOLE","AYER","AYER",16,12,2010,1,,1,0,0,3081.32763671875
"3023001311",3,0,30,5,"3020013","APAC","KWANIA","ADUKU TOWN COUNCIL","IKWERA WARD",17,12,2010,1,,1,0,0,3649.60229492188
"3023001312",3,0,30,5,"3020013","APAC","KWANIA","ADUKU TOWN COUNCIL","IKWERA WARD",17,12,2010,1,,1,0,0,1326.36767578125
"3023001313",3,0,30,5,"3020013","APAC","KWANIA","ADUKU TOWN COUNCIL","IKWERA WARD",17,12,2010,1,,1,0,0,2729.95751953125
"3023001601",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",3,4,2011,1,,1,0,0,1074.03527832031
"302300160107",3,0,30,5,"3020016","APAC","KWANIA","NAMBIESO","AORNGA",17,12,2010,1,,1,1,0,5071.1962890625
"3023001602",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",1,11,2010,1,,1,0,0,741.036865234375
"3023001603",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",1,11,2010,1,,1,0,0,797.567810058594
"3023001604",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",2,4,2011,1,,1,0,0,704.228637695313
"3023001605",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",1,11,2010,1,,1,0,0,704.228637695313
"3023001606",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",2,4,2011,1,,1,0,0,1482.07373046875
"3023001607",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",4,4,2011,1,,1,0,0,684.30810546875
"3023001608",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",2,5,2011,1,,1,0,0,1356.587890625
"3023001609",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",3,11,2010,1,,1,0,0,1595.13562011719
"3023001610",3,0,30,5,"3020016","APAC","MARUZI","AKOKORO","AWILA",2,4,2011,1,,1,0,0,462.818115234375
"3023001812",3,0,30,5,"3020018","APAC","MARUZI","AKOKORO","AYEOLYEC",25,1,2011,1,,1,0,0,1499.15979003906
"3023003501",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",23,7,2011,1,,1,0,0,2313.83837890625
"3023003503",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",26,1,2011,1,,1,0,0,1147.82775878906
"3023003504",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",26,1,2011,1,,1,0,0,1387.56213378906
"3023003505",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",27,1,2011,1,,1,0,0,1522.60241699219
"3023003507",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",26,7,2011,1,,1,0,0,1534.49816894531
"3023003508",3,0,30,5,"3020035","APAC","MARUZI","AKOKORO","KUNGU",26,7,2011,1,,1,0,0,1775.22900390625
"3023003510",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",26,7,2011,1,,1,0,0,2753.61059570313
"3023003511",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",27,7,2011,1,,1,0,0,3162.82763671875
"3023003512",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",26,7,2011,1,,1,0,0,3198.93505859375
"302300351203",3,0,30,5,"3020035","APAC","MARUZI","IBUJE","AMII",26,7,2011,1,,1,1,0,3389.97875976563
"3031000202",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",3,4,2011,1,,1,0,0,417.573028564453
"3031000204",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",3,4,2011,1,,1,0,0,613.739379882813
"3031000205",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",3,4,2011,1,,1,0,0,417.573028564453
"3031000206",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",4,4,2011,1,,1,0,0,601.891845703125
"3031000207",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",4,4,2011,1,,1,0,0,690.975830078125
"3031000210",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",4,9,2011,1,,1,0,0,417.573028564453
"3031000211",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",3,9,2011,1,,1,0,0,1349.93981933594
"303100021105",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",3,9,2011,1,,1,1,0,997.805725097656
"303100021110",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","OLI RIVER","TANGANYIKA",4,9,2011,1,,1,1,0,2151.35522460938
"3031000213",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",4,9,2011,1,,1,0,0,417.573028564453
"3031000214",3,1,31,2,"3030002","ARUA","ARUA MUNICIPALITY","ARUA HILL","AWINDIRI",3,9,2011,1,,1,0,0,417.573028564453
"3033000601",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",15,4,2011,1,,1,0,0,872.835205078125
"3033000602",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",16,10,2010,1,,1,0,0,760.903564453125
"3033000604",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",15,10,2010,1,,1,0,0,872.835205078125
"3033000605",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",18,4,2011,1,,1,0,0,754.21630859375
"3033000606",3,0,30,5,"3030006","ARUA","MADI-OKOLLO","RHINO CAMP","ANIPI",17,4,2011,1,,1,0,0,754.21630859375
"3033000607",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",17,10,2010,1,,1,0,0,1536.45812988281
"3033000608",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",16,4,2011,1,,1,0,0,1496.73876953125
"3033000609",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",15,10,2010,1,,1,0,0,1536.45812988281
"3033000610",3,0,30,5,"3030006","ARUA","AYIVU","AROI","ROBU",16,10,2010,1,,1,0,0,872.835205078125
"3033000901",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",11,2,2011,1,,1,0,0,3445.05810546875
"303300090106",0,1,11,1,"3030009","KAMPALA","KCCA","NAKAWA","MBUYA I",23,9,2011,1,,1,1,0,1840.71655273438
"3033000902",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",12,2,2011,1,,1,0,0,1158.41101074219
"3033000903",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",13,2,2011,1,,1,0,0,1791.59729003906
"3033000905",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",25,8,2011,1,,1,0,0,1569.70422363281
"3033000907",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",11,8,2011,1,,1,0,0,6315.23095703125
"303300090702",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",11,8,2011,1,,1,1,0,4059.119140625
"3033000908",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",11,8,2011,1,,1,0,0,1097.85461425781
"3033000909",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",11,8,2011,1,,1,0,0,1049.11437988281
"3033000910",3,0,30,5,"3030009","ARUA","AYIVU","DADAMU","ODULUBA",11,8,2011,1,,1,0,0,1198.87854003906
"3033001501",3,0,30,5,"3030015","ARUA","MADI-OKOLLO","OKOLLO","OKOLLO",1,9,2011,1,,1,0,0,1299.1259765625
"3033001502",3,0,30,5,"3030015","ARUA","MADI-OKOLLO","OKOLLO","OKOLLO",2,4,2011,1,,1,0,0,3083.19116210938
"3033001504",3,0,30,5,"3030015","ARUA","MADI-OKOLLO","OKOLLO","OKOLLO",1,4,2011,1,,1,0,0,710.930847167969
"3033001505",3,0,30,5,"3030015","ARUA","TEREGO","KATRINI","OKAVU",2,9,2011,1,,1,0,0,1252.45739746094
"3033001507",3,0,30,5,"3030015","ARUA","MADI-OKOLLO","OKOLLO","OKOLLO",1,4,2011,1,,1,0,0,2311.90087890625
"3033001508",3,0,30,5,"3030015","ARUA","MADI-OKOLLO","OKOLLO","OKOLLO",1,4,2011,1,,1,0,0,2620.1337890625
